x,y
-10.7322929172,-8.2276633143
-10.7226890756,-8.1627140469
-10.7130852341,-8.0988925105
-10.7034813926,-8.0599078693
-10.6938775510,-8.0000049028
-10.6842737095,-7.9512009183
-10.6746698679,-7.9109234551
-10.6650660264,-7.8727580832
-10.6554621849,-7.8295733123
-10.6458583433,-7.7789259649
-10.6362545018,-7.7624228571
-10.6266506603,-7.7174585413
-10.6170468187,-7.6768433524
-10.6074429772,-7.6550828382
-10.5978391357,-7.6190076364
-10.5882352941,-7.5876437657
-10.5786314526,-7.5475077342
-10.5690276110,-7.5365046103
-10.5594237695,-7.5059397097
-10.5498199280,-7.4909221912
-10.5402160864,-7.4456162406
-10.5306122449,-7.4270670799
-10.5210084034,-7.4068724493
-10.5114045618,-7.4015262756
-10.5018007203,-7.3755039151
-10.4921968788,-7.3859442618
-10.4825930372,-7.3692809517
-10.4729891957,-7.3528619174
-10.4633853541,-7.3394716872
-10.4537815126,-7.3354585990
-10.4441776711,-7.3393147122
-10.4345738295,-7.3466343502
-10.4249699880,-7.3448766659
-10.4153661465,-7.3482197340
-10.4057623049,-7.3454706933
-10.3961584634,-7.3673323452
-10.3865546218,-7.3751053111
-10.3769507803,-7.3861524028
-10.3673469388,-7.3905949371
-10.3577430972,-7.4001663015
-10.3481392557,-7.3999564806
-10.3385354142,-7.4167255516
-10.3289315726,-7.4505790443
-10.3193277311,-7.4654446894
-10.3097238896,-7.5086310541
-10.3001200480,-7.5321868351
-10.2905162065,-7.5409478303
-10.2809123649,-7.5904028138
-10.2713085234,-7.6089565510
-10.2617046819,-7.6521598124
-10.2521008403,-7.6677185849
-10.2424969988,-7.7233385453
-10.2328931573,-7.7584168097
-10.2232893157,-7.8061082989
-10.2136854742,-7.8277580943
-10.2040816327,-7.8729673746
-10.1944777911,-7.9345187189
-10.1848739496,-7.9633521699
-10.1752701080,-8.0214046990
-10.1656662665,-8.0673373500
-10.1560624250,-8.1233867115
-10.1464585834,-8.1721398733
-10.1368547419,-8.2351289122
-10.1272509004,-8.3099897720
-10.1176470588,-8.3754709146
-10.1080432173,-8.4179392807
-10.0984393758,-8.4771647615
-10.0888355342,-8.5720033506
-10.0792316927,-8.6215343874
-10.0696278511,-8.6851641770
-10.0600240096,-8.7820259417
-10.0504201681,-8.8322115831
-10.0408163265,-8.9052297965
-10.0312124850,-8.9961998755
-10.0216086435,-9.0907339348
-10.0120048019,-9.1501445400
-10.0024009604,-9.2486965428
-9.9927971188,-9.3386590473
-9.9831932773,-9.4074635652
-9.9735894358,-9.4985224964
-9.9639855942,-9.5956553538
-9.9543817527,-9.6906701250
-9.9447779112,-9.7641131511
-9.9351740696,-9.8718647487
-9.9255702281,-9.9692599551
-9.9159663866,-10.0578129663
-9.9063625450,-10.1685597698
-9.8967587035,-10.2639321885
-9.8871548619,-10.3795469147
-9.8775510204,-10.4857887243
-9.8679471789,-10.5791244098
-9.8583433373,-10.6960458495
-9.8487394958,-10.7979321194
-9.8391356543,-10.9286256531
-9.8295318127,-11.0318581247
-9.8199279712,-11.1423592368
-9.8103241297,-11.2433143591
-9.8007202881,-11.3809438181
-9.7911164466,-11.4871673434
-9.7815126050,-11.6155622334
-9.7719087635,-11.7405176172
-9.7623049220,-11.8469733594
-9.7527010804,-11.9948994802
-9.7430972389,-12.1078529332
-9.7334933974,-12.2457843276
-9.7238895558,-12.3665543408
-9.7142857143,-12.4812399839
-9.7046818727,-12.6399368416
-9.6950780312,-12.7581675278
-9.6854741897,-12.9017812665
-9.6758703481,-13.0330610154
-9.6662665066,-13.1687531253
-9.6566626651,-13.2859829536
-9.6470588235,-13.4296423412
-9.6374549820,-13.5691012847
-9.6278511405,-13.7266513875
-9.6182472989,-13.8736876837
-9.6086434574,-14.0035676840
-9.5990396158,-14.1509213751
-9.5894357743,-14.3014654168
-9.5798319328,-14.4541482898
-9.5702280912,-14.5918437798
-9.5606242497,-14.7320757037
-9.5510204082,-14.8966359703
-9.5414165666,-15.0310613591
-9.5318127251,-15.1938975942
-9.5222088836,-15.3243241271
-9.5126050420,-15.4919921762
-9.5030012005,-15.6498032475
-9.4933973589,-15.7976740025
-9.4837935174,-15.9538785195
-9.4741896759,-16.1076241523
-9.4645858343,-16.2761285704
-9.4549819928,-16.4327141757
-9.4453781513,-16.5694127122
-9.4357743097,-16.7545176114
-9.4261704682,-16.8972273101
-9.4165666267,-17.0747248235
-9.4069627851,-17.2144996454
-9.3973589436,-17.3833391465
-9.3877551020,-17.5492423993
-9.3781512605,-17.7159407118
-9.3685474190,-17.8825363238
-9.3589435774,-18.0535890324
-9.3493397359,-18.2083455045
-9.3397358944,-18.3752373896
-9.3301320528,-18.5281762218
-9.3205282113,-18.6995847216
-9.3109243697,-18.8600200930
-9.3013205282,-19.0296214164
-9.2917166867,-19.1948730441
-9.2821128451,-19.3697164694
-9.2725090036,-19.5323185893
-9.2629051621,-19.7059929799
-9.2533013205,-19.8661235369
-9.2436974790,-20.0563743228
-9.2340936375,-20.2081246755
-9.2244897959,-20.3831064848
-9.2148859544,-20.5472560432
-9.2052821128,-20.7299879355
-9.1956782713,-20.8808765797
-9.1860744298,-21.0602899278
-9.1764705882,-21.2202697568
-9.1668667467,-21.3956982156
-9.1572629052,-21.5746826148
-9.1476590636,-21.7561459448
-9.1380552221,-21.9113968380
-9.1284513806,-22.0965005390
-9.1188475390,-22.2647333043
-9.1092436975,-22.4370936349
-9.0996398559,-22.6099459541
-9.0900360144,-22.7608367388
-9.0804321729,-22.9448948192
-9.0708283313,-23.1058500621
-9.0612244898,-23.2762332443
-9.0516206483,-23.4618687154
-9.0420168067,-23.6280722919
-9.0324129652,-23.7815057600
-9.0228091236,-23.9490872106
-9.0132052821,-24.1427213809
-9.0036014406,-24.2871705014
-8.9939975990,-24.4753425431
-8.9843937575,-24.6268420967
-8.9747899160,-24.7962948400
-8.9651860744,-24.9928433983
-8.9555822329,-25.1464793701
-8.9459783914,-25.3290051293
-8.9363745498,-25.4802743053
-8.9267707083,-25.6655857349
-8.9171668667,-25.8192732830
-8.9075630252,-25.9821289976
-8.8979591837,-26.1537175459
-8.8883553421,-26.3095183455
-8.8787515006,-26.4722805433
-8.8691476591,-26.6400881519
-8.8595438175,-26.8078195564
-8.8499399760,-26.9695496996
-8.8403361345,-27.1600694745
-8.8307322929,-27.3162285544
-8.8211284514,-27.4788325799
-8.8115246098,-27.6398315168
-8.8019207683,-27.7894706175
-8.7923169268,-27.9760518171
-8.7827130852,-28.1280257565
-8.7731092437,-28.2911204298
-8.7635054022,-28.4586860299
-8.7539015606,-28.5932063569
-8.7442977191,-28.7782385787
-8.7346938776,-28.9315210081
-8.7250900360,-29.0754781091
-8.7154861945,-29.2484871190
-8.7058823529,-29.3889931887
-8.6962785114,-29.5506435263
-8.6866746699,-29.7083512593
-8.6770708283,-29.8559566120
-8.6674669868,-30.0061593353
-8.6578631453,-30.1590168861
-8.6482593037,-30.3312770875
-8.6386554622,-30.4841674848
-8.6290516206,-30.6234875756
-8.6194477791,-30.7757923604
-8.6098439376,-30.9490787030
-8.6002400960,-31.0699079546
-8.5906362545,-31.2341265734
-8.5810324130,-31.3907609324
-8.5714285714,-31.5444628293
-8.5618247299,-31.6850398075
-8.5522208884,-31.8285973620
-8.5426170468,-31.9775184025
-8.5330132053,-32.1234105761
-8.5234093637,-32.2448316675
-8.5138055222,-32.4059885797
-8.5042016807,-32.5306964661
-8.4945978391,-32.6769410614
-8.4849939976,-32.8216712754
-8.4753901561,-32.9535996583
-8.4657863145,-33.1028047167
-8.4561824730,-33.2554899434
-8.4465786315,-33.3864080981
-8.4369747899,-33.5178458079
-8.4273709484,-33.6524853139
-8.4177671068,-33.8058784668
-8.4081632653,-33.9308097940
-8.3985594238,-34.0614800033
-8.3889555822,-34.2020630798
-8.3793517407,-34.3361987225
-8.3697478992,-34.4674638267
-8.3601440576,-34.5871162438
-8.3505402161,-34.7105202188
-8.3409363745,-34.8523843923
-8.3313325330,-34.9626586185
-8.3217286915,-35.0989714814
-8.3121248499,-35.2300626242
-8.3025210084,-35.3413857881
-8.2929171669,-35.4637128293
-8.2833133253,-35.6047748210
-8.2737094838,-35.7129683718
-8.2641056423,-35.8468760572
-8.2545018007,-35.9461375751
-8.2448979592,-36.0587871764
-8.2352941176,-36.1774477634
-8.2256902761,-36.3127926005
-8.2160864346,-36.4277272299
-8.2064825930,-36.5303670260
-8.1968787515,-36.6449220159
-8.1872749100,-36.7482416024
-8.1776710684,-36.8631678024
-8.1680672269,-36.9729781906
-8.1584633854,-37.0767109669
-8.1488595438,-37.1963450952
-8.1392557023,-37.3153783985
-8.1296518607,-37.4215512878
-8.1200480192,-37.5050191852
-8.1104441777,-37.6295755242
-8.1008403361,-37.7088212996
-8.0912364946,-37.8331838131
-8.0816326531,-37.9093537642
-8.0720288115,-38.0278327105
-8.0624249700,-38.1320905693
-8.0528211285,-38.2094492395
-8.0432172869,-38.3248783842
-8.0336134454,-38.3962358269
-8.0240096038,-38.5083106855
-8.0144057623,-38.6048726002
-8.0048019208,-38.6948665377
-7.9951980792,-38.7871917770
-7.9855942377,-38.8741201666
-7.9759903962,-38.9437328042
-7.9663865546,-39.0470129056
-7.9567827131,-39.1324303367
-7.9471788715,-39.1964636046
-7.9375750300,-39.2962797149
-7.9279711885,-39.3751596870
-7.9183673469,-39.4574654497
-7.9087635054,-39.5296894287
-7.8991596639,-39.5973025005
-7.8895558223,-39.6700973896
-7.8799519808,-39.7423600048
-7.8703481393,-39.8326734911
-7.8607442977,-39.9015453861
-7.8511404562,-39.9690385406
-7.8415366146,-40.0381027610
-7.8319327731,-40.1086464096
-7.8223289316,-40.1587988699
-7.8127250900,-40.2255102654
-7.8031212485,-40.2829385729
-7.7935174070,-40.3657037056
-7.7839135654,-40.4195306617
-7.7743097239,-40.4794809372
-7.7647058824,-40.5445570802
-7.7551020408,-40.5940670369
-7.7454981993,-40.6347954247
-7.7358943577,-40.6824624635
-7.7262905162,-40.7519886119
-7.7166866747,-40.7799821280
-7.7070828331,-40.8363536760
-7.6974789916,-40.8767232816
-7.6878751501,-40.9261361509
-7.6782713085,-40.9840011656
-7.6686674670,-41.0100951447
-7.6590636255,-41.0550622934
-7.6494597839,-41.1100944128
-7.6398559424,-41.1396992294
-7.6302521008,-41.1852088290
-7.6206482593,-41.2139215242
-7.6110444178,-41.2377018304
-7.6014405762,-41.2741471469
-7.5918367347,-41.3080205274
-7.5822328932,-41.3278503424
-7.5726290516,-41.3501879089
-7.5630252101,-41.3669993964
-7.5534213685,-41.4055497784
-7.5438175270,-41.4090928914
-7.5342136855,-41.4258125852
-7.5246098439,-41.4620378011
-7.5150060024,-41.4631443124
-7.5054021609,-41.4917923099
-7.4957983193,-41.5067950459
-7.4861944778,-41.5124032727
-7.4765906363,-41.5160790191
-7.4669867947,-41.5213063850
-7.4573829532,-41.5362322134
-7.4477791116,-41.5287351995
-7.4381752701,-41.5216585272
-7.4285714286,-41.5323104295
-7.4189675870,-41.5314784526
-7.4093637455,-41.5319792354
-7.3997599040,-41.5344109787
-7.3901560624,-41.5102720056
-7.3805522209,-41.5139885382
-7.3709483794,-41.4917308236
-7.3613445378,-41.4829924890
-7.3517406963,-41.4716116172
-7.3421368547,-41.4452177452
-7.3325330132,-41.4349785093
-7.3229291717,-41.4104670549
-7.3133253301,-41.3877280285
-7.3037214886,-41.3889534156
-7.2941176471,-41.3450453139
-7.2845138055,-41.3240826637
-7.2749099640,-41.3019928158
-7.2653061224,-41.2502905333
-7.2557022809,-41.2222220783
-7.2460984394,-41.1806618164
-7.2364945978,-41.1528851374
-7.2268907563,-41.1146369450
-7.2172869148,-41.0827419835
-7.2076830732,-41.0431006246
-7.1980792317,-41.0012526754
-7.1884753902,-40.9512612274
-7.1788715486,-40.9164876411
-7.1692677071,-40.8643725721
-7.1596638655,-40.7882243116
-7.1500600240,-40.7582929895
-7.1404561825,-40.6870057511
-7.1308523409,-40.6496873586
-7.1212484994,-40.5853690311
-7.1116446579,-40.5290984141
-7.1020408163,-40.4508290413
-7.0924369748,-40.3972340508
-7.0828331333,-40.3224131835
-7.0732292917,-40.2680242826
-7.0636254502,-40.1786974688
-7.0540216086,-40.1193844081
-7.0444177671,-40.0421319443
-7.0348139256,-39.9828967158
-7.0252100840,-39.8883078184
-7.0156062425,-39.8031637005
-7.0060024010,-39.7364079878
-6.9963985594,-39.6685604927
-6.9867947179,-39.5741132475
-6.9771908764,-39.4723980670
-6.9675870348,-39.4011988919
-6.9579831933,-39.3240399495
-6.9483793517,-39.2280368132
-6.9387755102,-39.1123119974
-6.9291716687,-39.0466453840
-6.9195678271,-38.9303670044
-6.9099639856,-38.8382607622
-6.9003601441,-38.7394405738
-6.8907563025,-38.6276892559
-6.8811524610,-38.5306344215
-6.8715486194,-38.4308831040
-6.8619447779,-38.3174235650
-6.8523409364,-38.2188948757
-6.8427370948,-38.1209343167
-6.8331332533,-38.0140528077
-6.8235294118,-37.8985285668
-6.8139255702,-37.7665825066
-6.8043217287,-37.6752352013
-6.7947178872,-37.5579773368
-6.7851140456,-37.4155243333
-6.7755102041,-37.2971788355
-6.7659063625,-37.1987059771
-6.7563025210,-37.0698428354
-6.7466986795,-36.9483371091
-6.7370948379,-36.8106022047
-6.7274909964,-36.6915259351
-6.7178871549,-36.5533763966
-6.7082833133,-36.4193488413
-6.6986794718,-36.2946900864
-6.6890756303,-36.1699416534
-6.6794717887,-36.0410727498
-6.6698679472,-35.9103469394
-6.6602641056,-35.7610317047
-6.6506602641,-35.6269859499
-6.6410564226,-35.4820539380
-6.6314525810,-35.3566306076
-6.6218487395,-35.2160421934
-6.6122448980,-35.0594639557
-6.6026410564,-34.9209380191
-6.5930372149,-34.7720762585
-6.5834333733,-34.6286543302
-6.5738295318,-34.4817264982
-6.5642256903,-34.3409546608
-6.5546218487,-34.1891418210
-6.5450180072,-34.0148639745
-6.5354141657,-33.8722742850
-6.5258103241,-33.7339662873
-6.5162064826,-33.5683352015
-6.5066026411,-33.4329223171
-6.4969987995,-33.2668895481
-6.4873949580,-33.1118419518
-6.4777911164,-32.9420480634
-6.4681872749,-32.8028156164
-6.4585834334,-32.6330072747
-6.4489795918,-32.4870232196
-6.4393757503,-32.3155091981
-6.4297719088,-32.1651242535
-6.4201680672,-31.9912089304
-6.4105642257,-31.8323853006
-6.4009603842,-31.6768290035
-6.3913565426,-31.4868703957
-6.3817527011,-31.3364994094
-6.3721488595,-31.1698096346
-6.3625450180,-30.9881033837
-6.3529411765,-30.8280807797
-6.3433373349,-30.6548197492
-6.3337334934,-30.4866464301
-6.3241296519,-30.3411303178
-6.3145258103,-30.1572325323
-6.3049219688,-30.0017889037
-6.2953181273,-29.8379822128
-6.2857142857,-29.6542032868
-6.2761104442,-29.4902302538
-6.2665066026,-29.3239515572
-6.2569027611,-29.1353651880
-6.2472989196,-28.9782837722
-6.2376950780,-28.8109944437
-6.2280912365,-28.6147244423
-6.2184873950,-28.4559532962
-6.2088835534,-28.2862751627
-6.1992797119,-28.1013020612
-6.1896758703,-27.9389195375
-6.1800720288,-27.7436602720
-6.1704681873,-27.5788691277
-6.1608643457,-27.4014705239
-6.1512605042,-27.2277182293
-6.1416566627,-27.0736529336
-6.1320528211,-26.8943302983
-6.1224489796,-26.7085378279
-6.1128451381,-26.5485859061
-6.1032412965,-26.3579684067
-6.0936374550,-26.1967855893
-6.0840336134,-26.0287724868
-6.0744297719,-25.8503295548
-6.0648259304,-25.6684493536
-6.0552220888,-25.5059251980
-6.0456182473,-25.3089434324
-6.0360144058,-25.1457883771
-6.0264105642,-24.9803772007
-6.0168067227,-24.8013594449
-6.0072028812,-24.6199581685
-5.9975990396,-24.4367373279
-5.9879951981,-24.2747598589
-5.9783913565,-24.1063924059
-5.9687875150,-23.9199849618
-5.9591836735,-23.7480526198
-5.9495798319,-23.5806916429
-5.9399759904,-23.4289138763
-5.9303721489,-23.2465961093
-5.9207683073,-23.0814358121
-5.9111644658,-22.8998324077
-5.9015606242,-22.7451767166
-5.8919567827,-22.5679570001
-5.8823529412,-22.3956320154
-5.8727490996,-22.2257377636
-5.8631452581,-22.0431493019
-5.8535414166,-21.8887964777
-5.8439375750,-21.7212151917
-5.8343337335,-21.5561434911
-5.8247298920,-21.3915899825
-5.8151260504,-21.2089451180
-5.8055222089,-21.0589184246
-5.7959183673,-20.8840326298
-5.7863145258,-20.7148836568
-5.7767106843,-20.5497323837
-5.7671068427,-20.3807389871
-5.7575030012,-20.2395767181
-5.7478991597,-20.0786511759
-5.7382953181,-19.9107947144
-5.7286914766,-19.7609493435
-5.7190876351,-19.6022937357
-5.7094837935,-19.4395778855
-5.6998799520,-19.2582170320
-5.6902761104,-19.1072106634
-5.6806722689,-18.9595701653
-5.6710684274,-18.7985845837
-5.6614645858,-18.6419975541
-5.6518607443,-18.4899813815
-5.6422569028,-18.3284462855
-5.6326530612,-18.1927435602
-5.6230492197,-18.0132263614
-5.6134453782,-17.8735371832
-5.6038415366,-17.7264534854
-5.5942376951,-17.5840148067
-5.5846338535,-17.4159066493
-5.5750300120,-17.2781570302
-5.5654261705,-17.1350754424
-5.5558223289,-16.9873305503
-5.5462184874,-16.8250375122
-5.5366146459,-16.6937959845
-5.5270108043,-16.5474606485
-5.5174069628,-16.4108492502
-5.5078031212,-16.2439385497
-5.4981992797,-16.1067377475
-5.4885954382,-15.9672188367
-5.4789915966,-15.8382159220
-5.4693877551,-15.6815420750
-5.4597839136,-15.5497199165
-5.4501800720,-15.4093218852
-5.4405762305,-15.2848593676
-5.4309723890,-15.1415675790
-5.4213685474,-15.0169244506
-5.4117647059,-14.8861788796
-5.4021608643,-14.7445305917
-5.3925570228,-14.6323180320
-5.3829531813,-14.4758580099
-5.3733493397,-14.3517632208
-5.3637454982,-14.2448001241
-5.3541416567,-14.0969761253
-5.3445378151,-13.9819660148
-5.3349339736,-13.8563538778
-5.3253301321,-13.7394379831
-5.3157262905,-13.5956449486
-5.3061224490,-13.4953900675
-5.2965186074,-13.3748447987
-5.2869147659,-13.2491591755
-5.2773109244,-13.1150100754
-5.2677070828,-12.9951089955
-5.2581032413,-12.8932874737
-5.2484993998,-12.7697154390
-5.2388955582,-12.6649389450
-5.2292917167,-12.5460400926
-5.2196878752,-12.4227080314
-5.2100840336,-12.3265243722
-5.2004801921,-12.2208745820
-5.1908763505,-12.0911375581
-5.1812725090,-11.9793982636
-5.1716686675,-11.8733180774
-5.1620648259,-11.7703304547
-5.1524609844,-11.6734963142
-5.1428571429,-11.5754250317
-5.1332533013,-11.4841823496
-5.1236494598,-11.3747764709
-5.1140456182,-11.2706691567
-5.1044417767,-11.1776396228
-5.0948379352,-11.0753168173
-5.0852340936,-10.9927250053
-5.0756302521,-10.8823571957
-5.0660264106,-10.7951565696
-5.0564225690,-10.6846803956
-5.0468187275,-10.5981483002
-5.0372148860,-10.5027456090
-5.0276110444,-10.4329848954
-5.0180072029,-10.3395122072
-5.0084033613,-10.2505927672
-4.9987995198,-10.1668666820
-4.9891956783,-10.0962537676
-4.9795918367,-9.9874110519
-4.9699879952,-9.9146693444
-4.9603841537,-9.8441257091
-4.9507803121,-9.7521522837
-4.9411764706,-9.6871181312
-4.9315726291,-9.6125476832
-4.9219687875,-9.5296309073
-4.9123649460,-9.4453432127
-4.9027611044,-9.3974302751
-4.8931572629,-9.3221418986
-4.8835534214,-9.2331538915
-4.8739495798,-9.1732281806
-4.8643457383,-9.1229236780
-4.8547418968,-9.0296874851
-4.8451380552,-8.9869397503
-4.8355342137,-8.9215949211
-4.8259303721,-8.8475587540
-4.8163265306,-8.8072806598
-4.8067226891,-8.7439774469
-4.7971188475,-8.6869548208
-4.7875150060,-8.6225857025
-4.7779111645,-8.5663179634
-4.7683073229,-8.5129426868
-4.7587034814,-8.4735097084
-4.7490996399,-8.4243288712
-4.7394957983,-8.3529262988
-4.7298919568,-8.3045966400
-4.7202881152,-8.2579198861
-4.7106842737,-8.2104097223
-4.7010804322,-8.1753519430
-4.6914765906,-8.1253847695
-4.6818727491,-8.0875809259
-4.6722689076,-8.0473206900
-4.6626650660,-8.0190632203
-4.6530612245,-7.9996823694
-4.6434573830,-7.9517119605
-4.6338535414,-7.9133038418
-4.6242496999,-7.8782241132
-4.6146458583,-7.8470736296
-4.6050420168,-7.8294377384
-4.5954381753,-7.7927398683
-4.5858343337,-7.7697353488
-4.5762304922,-7.7615719279
-4.5666266507,-7.7387635752
-4.5570228091,-7.7021323373
-4.5474189676,-7.6817608738
-4.5378151261,-7.6898981544
-4.5282112845,-7.6705851894
-4.5186074430,-7.6489024195
-4.5090036014,-7.6408433870
-4.4993997599,-7.6359543988
-4.4897959184,-7.6106227161
-4.4801920768,-7.6019124323
-4.4705882353,-7.5991350753
-4.4609843938,-7.6150037247
-4.4513805522,-7.5861362019
-4.4417767107,-7.5996065375
-4.4321728691,-7.6043302519
-4.4225690276,-7.5933101948
-4.4129651861,-7.6141106234
-4.4033613445,-7.6117414322
-4.3937575030,-7.6305600027
-4.3841536615,-7.6341613750
-4.3745498199,-7.6488211273
-4.3649459784,-7.6635043271
-4.3553421369,-7.6619722414
-4.3457382953,-7.6763665814
-4.3361344538,-7.7054178539
-4.3265306122,-7.7213731642
-4.3169267707,-7.7335977115
-4.3073229292,-7.7724764387
-4.2977190876,-7.7951140894
-4.2881152461,-7.8162534165
-4.2785114046,-7.8495264689
-4.2689075630,-7.8646014859
-4.2593037215,-7.9025251687
-4.2496998800,-7.9383994600
-4.2400960384,-7.9805417502
-4.2304921969,-8.0048738059
-4.2208883553,-8.0463991233
-4.2112845138,-8.0985380781
-4.2016806723,-8.1156201196
-4.1920768307,-8.1827576327
-4.1824729892,-8.2059460987
-4.1728691477,-8.2588369916
-4.1632653061,-8.3112082924
-4.1536614646,-8.3662388056
-4.1440576230,-8.4331735411
-4.1344537815,-8.4754833485
-4.1248499400,-8.5360087155
-4.1152460984,-8.5948957212
-4.1056422569,-8.6568923958
-4.0960384154,-8.6984869257
-4.0864345738,-8.7655610640
-4.0768307323,-8.8475583435
-4.0672268908,-8.8926917939
-4.0576230492,-8.9721912606
-4.0480192077,-9.0447253980
-4.0384153661,-9.1200626767
-4.0288115246,-9.2011102671
-4.0192076831,-9.2575234965
-4.0096038415,-9.3410012625
-4.0000000000,-9.4068908710
-3.9903961585,-9.5008584141
-3.9807923169,-9.5775608554
-3.9711884754,-9.6737744762
-3.9615846339,-9.7594736964
-3.9519807923,-9.8276309258
-3.9423769508,-9.9255098092
-3.9327731092,-10.0178911603
-3.9231692677,-10.1262877064
-3.9135654262,-10.2059407935
-3.9039615846,-10.2958675008
-3.8943577431,-10.3934585670
-3.8847539016,-10.5083084686
-3.8751500600,-10.6072501129
-3.8655462185,-10.6940609485
-3.8559423770,-10.8094627248
-3.8463385354,-10.9055776230
-3.8367346939,-11.0075018152
-3.8271308523,-11.1221644463
-3.8175270108,-11.2443561572
-3.8079231693,-11.3422642051
-3.7983193277,-11.4591832399
-3.7887154862,-11.5734247733
-3.7791116447,-11.7080450391
-3.7695078031,-11.8313754890
-3.7599039616,-11.9299542046
-3.7503001200,-12.0734756068
-3.7406962785,-12.1823787211
-3.7310924370,-12.3171557309
-3.7214885954,-12.4406837539
-3.7118847539,-12.5591940731
-3.7022809124,-12.6737182891
-3.6926770708,-12.8130309704
-3.6830732293,-12.9620369477
-3.6734693878,-13.0809872849
-3.6638655462,-13.2222294662
-3.6542617047,-13.3518467202
-3.6446578631,-13.4764497231
-3.6350540216,-13.6147208837
-3.6254501801,-13.7570863137
-3.6158463385,-13.9120574957
