x,y
1.066824127135542963e-02,5.244265987092331383e-01
3.343458411534199759e-01,1.714996457473871583e-01
1.012158176271950455e-01,5.505192222024057891e-01
2.233403193582859103e-01,9.277418893205420236e-01
5.610569672323589829e-01,3.697850503026548497e-01
6.316326371063026857e-01,1.875510754055722748e-02
9.565743650269058485e-01,4.870643616371317930e-01
7.605158146192442237e-01,6.891665093081117410e-02
5.222968481254608442e-01,4.880628655965306151e-01
9.210753154144786237e-01,5.626872144488098693e-01
4.949458748035565070e-01,2.274577253893947937e-01
3.366619952896291457e-01,5.699167773723869956e-01
4.795327128508272696e-01,3.307613549670387898e-02
8.526207763952374785e-01,9.222972975356922287e-01
1.377320489288287875e-01,5.725320196063354850e-01
1.443474015111906872e-01,6.469648481773290216e-01
2.927668013886402520e-01,6.666521436536727574e-01
7.290579039863668287e-01,7.689401580309646045e-01
1.123743454065051356e-01,9.223232890945975981e-01
2.525862967521443903e-01,4.694284944072337623e-02
5.512949374979558836e-01,3.541238547126181468e-01
8.203408927758724101e-01,8.134747941218823941e-01
3.030174780650687905e-01,9.718169368440373601e-01
2.995189409535757297e-01,5.379276776328547616e-01
2.431887061482622125e-01,9.194222167559983339e-01
1.873289621073714606e-01,4.750969852568007190e-02
4.310467174250001143e-01,1.006348773968885002e+00
9.049062510278285121e-01,7.234927447222834207e-01
9.184853933402465920e-01,8.852385008295556856e-01
5.528587213412871071e-01,2.892580795595197651e-01
7.783604097605942851e-01,6.579488391489916044e-01
3.341530353450263835e-01,1.076308276225485389e-01
7.083108708141259147e-01,2.566271787035241392e-01
9.588986600881029831e-01,2.303698554597839732e-01
1.046832493811756248e-01,8.471198015361462996e-01
1.482939556139060422e-01,1.711671142639426546e-01
6.248826410642299711e-01,8.512164661343729621e-01
1.872425206051648028e-01,3.276526131214901882e-01
7.527658911309872414e-01,1.007333369255691169e+00
4.964042365010068458e-01,1.613880501794980882e-01
3.138499126865238603e-02,2.266102715196067208e-01
1.222419755495898486e-01,6.767993823737735726e-01
1.360861895783386233e-01,4.866014347414158170e-01
6.701972638682643924e-01,6.108006636559748515e-01
1.850785502513996872e-01,8.112062038228308181e-01
7.113630454378195855e-01,7.358266916910735089e-01
1.596655459850661596e-01,1.220504198951941344e-01
9.204260284421500460e-01,3.921838810994427993e-01
2.908795233993896612e-01,4.751822314990324370e-01
6.528752755052648071e-01,9.888874593047422001e-01
3.006760034232635048e-01,9.179044983348336739e-01
4.449260407863277200e-02,5.234541662990772615e-01
6.614886787153985148e-01,1.318005191472917392e-01
1.850662773443854658e-01,4.393453480978769532e-01
9.749766030204851663e-01,6.218653609317358333e-01
9.205070329727392808e-01,7.964525857789277463e-01
4.660967051862227595e-01,8.121410798701953482e-01
7.192169213430590902e-04,8.990276281434175787e-02
8.341593764468766548e-01,8.111676982666790048e-01
2.185791304476321639e-01,5.441779496544921768e-01
6.333838075410189727e-01,8.917481876456816448e-01
6.101730127092904743e-01,4.107596142959007990e-01
4.088965161201310039e-01,4.261901662633388876e-01
6.707381179722782250e-01,9.066562613360363843e-01
4.706022436688984123e-01,2.278977382932178553e-01
2.118819073714153789e-01,7.400616918421843993e-01
8.307587458930748570e-01,1.141737971910052329e-01
1.107004982644516355e-01,6.031347895116799807e-01
1.396244198576855888e-01,8.019973483941434944e-01
3.339434214820213298e-01,1.437507083869776214e-01
8.908476771227955560e-01,1.659769347935835526e-01
2.648053201153954261e-01,1.451006449850623103e-01
1.156139031942083062e-01,3.044455369740219075e-03
4.564292578513298032e-02,1.597590742535863195e-01
3.903614870077067728e-02,5.709834057683400577e-01
6.710592355074439519e-01,3.757364879965491844e-01
3.297227792715663464e-01,5.085422380928359409e-01
8.988992467344243398e-01,8.888656946309581031e-01
5.702156229122732484e-02,1.904901500891902355e-01
2.515516165502938994e-01,2.587193521722550016e-01
5.722366386513045855e-01,4.156759095762442846e-01
2.882072064635335384e-02,3.903925295456683875e-01
5.231270525204706479e-01,1.306622823895288166e-01
8.517612718602660671e-01,3.944283401958470492e-02
9.497756899560372279e-01,4.789830244980396862e-02
8.821794664969090372e-01,8.758842383726237468e-01
9.894729241700100930e-01,8.105742035965440850e-01
8.019518780081639209e-01,6.359093398494594096e-01
7.360859851408878551e-01,1.280064501855359693e-01
5.316847898976441167e-01,4.732390298580683718e-01
8.584795763017722958e-01,4.412823358202249691e-01
3.980711981622225282e-01,6.346416765205797894e-01
3.056852152112407572e-01,1.346448378171472282e-01
4.864850993505697163e-01,4.126279384656949545e-01
2.001045767596655311e-01,3.634175500123780767e-01
3.814607186496770108e-01,3.395353605258447094e-01
3.735987249703716095e-01,6.566082231176261219e-01
3.097656463259510495e-01,9.572476584246102371e-01
9.332162366152298993e-01,4.754281843953861442e-01
2.946737091484976645e-01,5.461099934915369936e-01
8.483776334721548906e-01,6.804210160281043418e-01
8.049664885960057248e-01,5.318129382819501982e-01
6.412627187049403377e-01,2.762169928064390767e-01
7.219904478878194087e-01,2.004466877989594942e-01
6.763900026530987875e-01,8.561371590165747225e-01
1.708940644505179129e-01,6.352324150764471211e-01
1.012565070579276028e-01,7.567491734905252843e-01
6.799529686338731671e-02,9.857486200982259472e-01
1.281978796866076187e-01,9.989563638192640038e-01
8.408722370406895852e-01,5.586174083304099591e-01
8.119659474923831555e-01,7.894366561740323585e-01
9.346676936709689132e-01,2.638761162424869133e-01
5.699175888632139753e-01,1.050891393227267878e-01
5.973498103781699209e-01,1.748328896780251829e-01
5.916578630542448369e-01,5.801608727424987233e-01
4.587893212356043970e-01,5.334599977298811746e-01
7.357937851664899664e-01,7.824675008281459787e-01
4.835478143652888194e-01,6.153304464449748101e-01
9.393522107665304155e-01,1.304369175911496426e-01
1.165559149219018431e-01,7.194701899071712092e-02
6.876256237719144959e-01,4.046524317010262717e-01
7.827021951359596219e-01,6.689893202455176047e-01
3.448976216689312868e-01,8.862568076571970543e-01
7.835856902883933106e-01,2.981004992268944664e-01
3.840184794219814179e-01,3.175924867237358562e-01
1.489091437029259890e-01,2.042256082193828481e-01
9.162949724805046214e-01,4.555286282331559300e-01
3.899755205389422996e-01,7.284349598338034637e-01
5.566963240475801822e-01,9.259356807712362247e-01
7.888426047742971292e-01,4.857060538437417141e-01
4.299125379393297086e-01,1.008047989225997254e+00
7.280778914461716322e-01,9.627058386700336756e-01
1.552693303269562786e-01,8.311251478959771344e-01
6.334192291159721488e-01,8.377890178153803158e-02
5.994334768124587320e-01,7.030598401163348221e-01
-7.609315156093844623e-03,4.830195622017606216e-01
8.110219113438253968e-01,2.885096631637585896e-01
4.609394001109517469e-01,4.741980543230894796e-01
2.847634350808735948e-01,9.242668380228679093e-01
7.967907905273643454e-01,1.219578142697002043e-01
1.009142678498907042e+00,8.944300287512240155e-01
2.728139833719365193e-01,8.706521753975446920e-01
1.041965439079343275e-01,9.942277664145905414e-01
6.926372461328119678e-01,6.375136782212575959e-01
9.684629079811316044e-02,8.825767064167204801e-01
7.938421951336976923e-02,2.870011483756828019e-01
1.408170555379040789e-01,7.871650841622291894e-01
1.983082233138454831e-01,9.036662373627173395e-01
6.586616693096074560e-01,3.535068179024702939e-02
-2.498351401993882323e-02,5.691838344571072822e-02
6.050793201974747904e-01,8.077258199920860360e-01
2.370024650720988224e-01,8.422020556535020352e-01
7.473014135877435737e-02,8.116265417158443629e-01
9.557163761709941419e-01,7.820029943938271444e-01
6.941686529423345409e-01,8.503155891790717957e-01
5.390363622869917548e-04,2.438557084936711084e-01
1.304112821811944101e-01,5.482201080755015887e-01
7.278012271352318763e-01,6.076589369241174321e-01
8.584477656152212921e-01,1.624636872964240752e-01
7.413859874239004943e-01,1.967580149339137052e-01
2.581964080992724675e-01,6.801975813997335196e-01
9.858677960316954980e-01,5.858917659711019299e-01
2.696018903652105600e-02,6.086963339581680232e-01
5.096373128673475916e-02,9.239008961119430374e-01
7.291634711656965750e-01,2.017921981650848406e-01
1.047942395750594974e-01,1.908703032591936022e-01
1.030142985851314252e+00,4.321035301806419593e-01
7.758163420135230082e-01,6.297047467161286383e-01
5.902842903858037671e-01,1.255547195113279335e-01
9.612930457096270365e-01,3.129356291501059761e-01
5.942841645064781408e-01,7.156804055259681219e-01
6.799995479779608054e-01,9.396102204367708932e-01
1.590421481098892309e-01,4.936217527356838719e-01
3.847384905354146456e-01,5.094653051746901307e-01
1.029751504506031118e-01,1.469208514118230946e-01
2.886964017714070407e-01,3.282042216475767327e-01
3.947392007093684096e-01,6.288116868875519572e-01
6.334684772899590310e-01,3.998127142163221404e-01
4.037667591934893108e-01,2.383639424377820559e-01
6.029310587555096745e-01,3.144824421571278950e-01
1.327768499597810348e-02,3.970291522186276123e-01
4.891932782886635467e-01,2.000380196911231145e-01
5.700948433572294860e-01,6.193933429795189793e-01
7.111933978777732479e-01,6.627934662811101330e-01
6.312123510837049922e-01,2.916681187005942255e-01
8.033486627267149016e-01,5.434973438217822750e-01
4.548906248111636019e-01,6.288751456935475215e-01
4.317845901612569204e-01,5.032928483004912579e-01
7.444883190660088745e-01,8.705199734719583082e-01
9.436987975082402613e-01,5.144431730605849573e-01
5.030513176722825053e-01,7.955247128815678970e-01
3.438873872142118038e-01,8.644165444525176989e-01
4.678537337321105327e-01,1.085373314606242756e-01
1.104870821988830493e-01,8.406496550255686540e-01
6.123636719786307303e-02,3.031500744668574332e-01
3.094868063755774057e-01,1.562004952430058324e-01
3.094193881376564037e-01,7.687850391221906499e-01
3.707815052511671816e-02,8.435687518644283678e-01
8.557648246011427817e-01,3.968529679451420766e-01
1.525599944438685851e-01,6.143997681925290610e-01
1.399133353727864404e-01,4.008557624284654342e-01
9.593026892093358127e-01,9.902122681647087532e-01
8.000063986103529423e-01,3.403985614944164406e-01
6.787975593182862255e-01,6.853056908467274333e-01
4.142223844869720173e-01,6.100540871142519084e-01
-2.112838359515679248e-02,2.056917563060672582e-01
5.271370972818442135e-01,1.425522609327518897e-01
1.703441546440772336e-01,8.416336923229674749e-01
9.795252448025199010e-01,5.966387116118054834e-01
8.476649550818595724e-01,1.012891445056708140e+00
1.124716287953882454e-01,4.189487770053401672e-01
4.017739680548984005e-01,1.171464374345904808e-01
7.351314572152968241e-01,4.366465602526186096e-01
4.446250092964749157e-01,1.363005218289471410e-01
1.847888786070323308e-01,8.972513978889598008e-01
1.853861091088536764e-02,2.062939311314145319e-01
2.543391683252435587e-01,4.997292184658781999e-01
5.983967935234186797e-01,5.051410445816143513e-01
6.593181859957718272e-02,2.637864798671971656e-01
8.577239581127583667e-01,6.377345886113590101e-01
6.460124752690894478e-01,6.572209459706355172e-01
7.667462557181035088e-01,9.045343782780729258e-02
3.893655172449426716e-01,5.344032267890971299e-01
3.492289125328132404e-01,8.224502722967513835e-01
4.971738521353979423e-01,7.520104466060718584e-01
8.658206281067225563e-01,5.641729267129861336e-01
8.981519952248073757e-01,6.455800067217412064e-01
8.600870085893812522e-01,3.255982829262852873e-01
4.829078351967969196e-01,5.787101531615455041e-01
1.148394895901325569e-01,3.872294495782238610e-01
9.132684603308179883e-01,6.394477559189214455e-01
1.773321689327068407e-01,3.457736185350883673e-01
2.270752275957853561e-01,2.263718507319018025e-03
9.403530650593049378e-01,4.467493761632288507e-01
2.975541654996118335e-01,6.199206749135354189e-01
-2.191405640067856098e-02,2.306934394378484798e-01
7.075241259941356109e-01,6.310061782718050516e-01
9.547490025329362640e-01,5.861466597343433227e-01
5.161185411811088919e-01,7.706928601432012638e-01
9.037207864254886980e-01,7.646008448975404326e-01
9.836524734106909529e-01,8.173907061489813497e-01
8.432023596995960046e-01,8.975621938114350384e-02
7.447550076961080290e-01,4.483786838892843685e-01
5.780970431244727425e-01,6.214866319761035429e-01
9.838870650250023386e-01,1.004363454100030584e+00
3.069516868241329854e-01,7.256196098137657202e-01
7.603558413671901439e-01,3.309797194737417181e-01
1.180108532272784033e-01,2.008823349976108369e-02
7.621698129424034907e-01,4.848804952493234732e-01
9.757214345421687529e-01,4.497976273325402508e-01
9.519250380302758385e-01,4.507979179632400912e-01
7.836708916954874260e-01,9.141858378245665273e-02
5.202822710128768291e-01,8.292127696439125506e-01
9.280448802296256128e-01,8.137055997589290879e-01
2.826790578789525887e-02,3.900905384620552696e-01
-1.036343626104451604e-02,9.279842434037648136e-02
6.729239519154602833e-01,7.106459746870729122e-01
8.238269220251945857e-01,8.587046786467001924e-01
7.592360083177429608e-01,8.371047358373511216e-01
6.237599153904783977e-02,2.210588290156718094e-01
5.962080216555067924e-01,8.730337102791072557e-01
3.740062941278810699e-02,5.255486040269322645e-01
7.019563624431202076e-01,8.144623008337495418e-02
4.181030432412002895e-01,8.736222240678185313e-01
6.726340241659478636e-01,2.650626672310203436e-01
8.478055338129524277e-01,3.781455353057734947e-01
8.520059331842916306e-01,3.056305995378422180e-01
5.833054300762720024e-01,4.001307945542555977e-01
2.790739993104578431e-01,8.543867236435348511e-01
1.787618160878698126e-01,6.014742949869429645e-02
3.337847663978931734e-01,7.017358722482636146e-01
8.276680295009932742e-01,1.019211368808474960e+00
3.075679400978344469e-01,3.825889665069854839e-01
1.348585824853554549e-01,5.479280833874310419e-01
9.946341695438952746e-01,7.138294334652439677e-01
6.150549268716738460e-01,4.018259885189748859e-01
9.404681915658356095e-01,5.021117238690986362e-01
1.296957078728555590e-01,3.828516733931217053e-01
8.529619085130038525e-02,1.914956037223072838e-01
2.524842617131358227e-02,4.473936490134308719e-01
5.943683689077891019e-01,3.520945922211741186e-01
3.944913278694667791e-01,9.657737570312511233e-01
7.212569955316914250e-01,5.264632954045364022e-01
2.758688990771115956e-01,9.210312941792221375e-01
2.244268156809409442e-01,3.038433114445029393e-01
9.163517160628203984e-01,5.252025835103952822e-01
7.581291606309634723e-01,5.705071951804754349e-01
6.576562866522907003e-01,3.487746274493692678e-01
2.365864824459760485e-01,3.262269553626778174e-01
1.222207589226700364e-01,8.572547795309642948e-01
2.924413472909694889e-01,5.548914395643402830e-01
8.042630843533896678e-01,7.923228830916454468e-01
4.120256698666376893e-01,4.965634342392220013e-01
9.698480500665768167e-01,6.592990388628755527e-01
8.192281414285669250e-01,9.338944293793635110e-01
7.675123091867893654e-01,1.881330340219586339e-01
5.652911431141790510e-01,1.150413568699936440e-01
6.766027375575801583e-01,9.472679229077721752e-01
5.329690491253703533e-01,4.595789272442947770e-01
7.152193499559464374e-02,9.698129883236527027e-01
1.061514223372114485e-01,3.158740383254955014e-02
2.168868768619463261e-01,5.997136326521246286e-02
4.573645971362925167e-01,5.138979552084542712e-01
3.245243088848804858e-01,2.187701708675552151e-02
1.079608828434305973e-01,4.243997681725342752e-01
8.044042601658060732e-02,7.105135281941679093e-01
2.148341890252617736e-01,2.947629316356651930e-01
3.590443721429632529e-01,4.257522048773878520e-01
-4.730785865099283727e-02,1.055592537464420111e-01
8.626913799508314495e-01,-7.710746196232144342e-03
5.515950170155796695e-01,5.259888622092093735e-01
3.537503956841731023e-01,4.128204848250021097e-01
8.190094440658933772e-01,8.535830889914304276e-01
2.415089502201898108e-01,3.231447791936546965e-01
2.616543500990953786e-01,4.678858237382189644e-01
6.860690087522687275e-01,2.345824030070237376e-01
3.087186580240666722e-01,9.249827606339924291e-01
2.806003834609430148e-02,4.781429655537006163e-01
6.933969330852335355e-01,1.562900856401018557e-01
1.957090363760989604e-02,1.155366339757045446e-01
8.951855693472692277e-01,3.468278743521807476e-03
1.919296072107610496e-01,3.857861880547717309e-02
7.518476492799738842e-02,6.167764989477029225e-01
2.266274665448837489e-01,5.798956202860819920e-01
5.848426561445408955e-01,8.478187129774092945e-01
-1.015758585818727494e-02,8.878624135341767198e-01
5.934474979623099999e-01,1.547488062971796863e-01
7.750893572007433452e-01,8.504643325462811765e-01
2.389847641000198697e-01,8.825600101744527359e-01
4.406272512808226405e-01,5.842367575032975102e-01
1.018234025471904225e+00,4.068299972111604212e-01
8.121435122602007617e-01,2.903039870224771724e-01
8.139744043557384234e-01,5.811123890362844824e-01
2.053722741535081164e-01,4.014491025655705925e-01
3.076255211594824956e-01,7.101398805054887076e-02
3.564731113112180882e-03,3.324383821739856915e-01
3.943303277475528057e-02,1.648166187742919342e-01
7.276895976806442290e-01,6.634462730765620098e-01
7.575360596278595260e-01,3.034427733267163751e-01
9.124988282050493504e-01,5.969160441124015115e-01
1.147852731657200143e-01,1.101628695445105305e-01
7.365923460782630716e-01,1.890088819030257272e-01
5.245541895758234485e-01,1.028151030037763203e+00
8.489344977916722657e-03,4.362780292519198577e-02
9.835130767755699832e-01,5.993904047908296118e-01
1.143080413700190145e-01,8.872250238444073789e-01
8.823203116367777099e-01,5.108524349121807973e-01
6.283805143082501488e-01,2.669480273033909556e-01
1.076848371625153955e-02,5.854143711756858437e-01
2.878540991396951187e-01,6.806777759571167596e-01
8.419491358924767743e-01,4.710999125482700362e-02
6.061159665982239764e-01,2.202013182821665194e-01
8.727213106942708354e-01,2.467035458235976308e-01
6.205295903576816263e-01,5.547372830388760390e-01
3.835953073800704716e-01,6.777927730210443480e-01
7.349932480265291002e-01,5.468093645533512737e-01
7.647624124176481963e-01,9.518434140699011392e-01
4.413838147636373055e-01,5.251266681009703063e-01
4.505553865364921029e-02,7.736966275148698946e-01
5.428991016223230215e-01,4.266770316319278278e-01
9.042732214523800660e-02,8.821235546142991435e-01
3.733043189107557169e-01,6.556654042547704897e-01
1.343494699786901836e-01,9.364341166929733840e-01
2.103562114936432803e-01,1.695009544341115337e-01
8.619607701198356287e-01,9.212968466796332967e-01
2.192973921622604627e-01,4.787066603828075140e-01
7.524229109118233394e-01,8.694472905620682646e-01
3.808037079511094603e-01,5.111482565901146469e-01
7.677669223447385338e-01,7.731332951222928962e-01
7.590814548228573821e-01,5.293118017894399285e-01
1.159977281851556352e-01,9.253807485627542073e-01
9.047120855859972499e-01,8.128552428426661924e-01
1.277780963344736231e-01,2.375985817389554000e-01
7.728959205402692323e-01,4.076330478520941158e-02
9.535804424484092268e-01,3.769774432389135788e-01
7.253133060720069469e-01,8.855748958241709268e-01
3.938677689931060488e-01,3.504770498734240958e-01
5.936044952244794448e-01,5.969704210053837778e-01
4.154688101223817376e-01,5.846241080829418513e-01
9.138493396014232273e-01,4.336139551569931916e-01
2.064537213496067669e-01,3.759410866149830999e-01
3.775914339935830810e-01,9.358659053749873724e-02
1.715257185915327331e-01,6.810875275216708991e-01
3.252038847718891068e-01,9.356175933627910446e-01
2.388252420901421091e-01,1.083244348196074902e-01
7.469049033118309033e-01,8.572655253719405621e-01
2.769508577707781027e-01,2.229990509905303009e-01
1.865714866959714002e-01,5.233807722123980932e-01
4.619032621112074688e-01,2.416465636432421349e-01
2.671516866235206997e-02,4.482542589912423825e-01
9.829568643633513902e-01,6.617682842736202220e-01
4.971562934136763423e-01,1.166037293651639023e-01
2.592268784740850984e-01,2.800830237694442726e-01
7.582983060213682736e-01,8.672266237169670156e-01
9.518703339039384925e-01,1.004972649079875824e+00
9.857243288010403282e-01,9.803188182705750986e-01
9.661590539305270342e-02,1.101830497765051153e-01
3.000094608545337271e-01,5.525717661282897319e-01
1.092084476851206271e-01,8.413171028962938003e-01
6.147855567755515782e-01,5.331374257563781249e-01
1.862900266189933263e-01,2.243886655456362456e-01
1.517649295509112817e-01,8.150596379068765218e-01
5.636350711982530681e-01,7.414729768470714744e-01
3.027559487092386648e-01,3.649888032474640776e-01
4.273346673492893211e-01,7.870958294900206598e-01
7.709684409689685491e-01,2.118221846419159060e-01
9.324879678936309757e-01,1.331930918727169122e-01
8.722408728231374475e-01,1.363123418373947682e-01
2.873395164058755724e-01,8.225000089891348898e-01
1.637117028360737803e-01,4.219929065908663568e-01
4.430942778704538010e-01,2.561509639976426445e-01
7.030572743956644555e-01,8.818308845646050109e-01
8.747412797095978076e-01,3.877332483567358934e-01
5.429039002300710681e-01,2.214183171006888218e-01
2.865264332196103547e-01,1.832276419493344410e-01
9.476219633091342853e-01,9.009214977295484372e-01
7.535777780353485333e-01,4.815739990810037341e-01
4.897729213618447486e-01,5.573210729654812789e-01
5.444821904424613779e-01,4.687465146458732468e-01
1.581792485559112560e-01,1.260760270042450559e-01
9.759248542722278597e-01,5.124826673034451607e-01
9.516018854835314178e-01,1.593013664992135314e-01
5.572255617865984334e-01,1.594790967970329265e-01
2.587932441581183851e-01,4.446333842287505944e-02
1.218435325685213455e-01,9.237418960364232046e-01
3.206634639703416778e-01,5.681887741155053906e-01
4.982660272073403118e-01,3.930946682972439321e-01
5.195306887954647124e-01,2.143986001843780631e-01
1.008177907888800906e+00,8.237691858233785469e-01
7.570020271935071765e-01,4.456595303001428254e-01
1.512592346459450121e-01,9.465615404627127916e-01
3.278442309991242420e-01,3.014002359705874462e-02
3.439757558673624538e-01,7.964981707178402370e-01
6.356601869850084796e-01,7.232755360000667766e-01
7.426478484543648229e-01,2.303792496293199932e-01
9.021236766290852138e-01,4.257897956967487962e-01
5.953489396250855048e-01,2.276702622725315650e-02
1.000375262892628569e+00,2.871002768451740850e-01
6.813220822394595866e-02,4.170587984558842276e-01
1.093267374138836290e-01,1.432921679486517941e-01
6.173079576074834707e-01,3.874971605773091521e-01
9.267764442085709709e-01,3.392852609331738489e-01
6.965760478430871316e-01,4.609227224189380578e-01
6.741821747077543225e-01,5.812136933165540364e-01
4.689273172836406212e-01,9.593921369341841254e-01
3.429378199445461961e-01,1.907194564605938225e-01
6.799880238208202421e-01,8.397703105146239189e-01
1.679954484264626485e-02,4.545760595509538149e-01
8.944871452371736531e-01,7.297619783667554927e-01
1.003448832994533468e+00,5.567722817240441380e-01
6.467938574418710118e-01,2.879276382523689448e-01
9.322526285275659630e-01,3.327622575127910931e-01
7.786003464241304517e-01,3.941624965087665577e-01
5.446498465147145973e-01,6.972470340817593648e-01
5.011748024234746746e-01,8.931821395762421512e-01
4.480624516630213328e-01,6.220970418220490572e-01
3.115917486742873499e-01,4.191923498767612943e-01
4.379059783073662171e-01,1.213481215867029395e-01
1.029164039850959667e-01,6.702241558926486098e-01
6.545813866058465269e-01,6.347967921716224371e-01
-1.359545765074491458e-02,3.125382750459689829e-01
1.761225484412183295e-01,7.835355385144761042e-01
8.246561031819348297e-01,2.377371753674426547e-01
6.643876616813508829e-01,1.285696978676420521e-01
2.831318108559041646e-01,1.321236923636003591e-01
2.701709265200204491e-01,6.996261503582736907e-01
9.039262564143357714e-01,2.309050152752719631e-01
5.355764899618322694e-01,7.010657079780363565e-01
9.501475215355311699e-01,6.146848550598204008e-01
2.467099671294616381e-01,6.274008563888512358e-01
3.511074422099287329e-01,9.971054264861990424e-01
4.207909020360275365e-01,6.585891093244642391e-01
-3.748164872637779754e-04,4.044164645898951638e-01
8.905223718316302994e-01,5.998447333844167950e-01
4.299911891208522685e-01,9.638143594891851462e-01
8.677019094823018586e-01,3.433754074375283682e-01
5.357194008726751111e-01,4.794238443461458221e-01
6.511803122081254447e-01,3.288567497536376005e-01
2.319878601780474836e-01,8.944079065278317531e-01
9.136485967057146329e-01,8.608245567911525509e-01
9.480111336300022229e-01,7.575725751465670621e-01
7.505028533870766738e-01,7.583840840669018313e-01
4.776827193299593710e-01,4.520372970815254021e-01
2.344837235506937734e-01,6.359320756824665688e-01
2.778916326235064682e-01,2.842038806416638530e-01
5.864623604174532545e-01,4.074634223605442251e-01
2.059635543475904773e-01,8.078971403302174226e-01
8.477464951271486138e-01,1.830064031160709703e-01
-7.564948929418665452e-03,2.912050510964094285e-01
7.986769964300503011e-01,8.335860496829202715e-01
1.266133057799031791e-01,7.925670235820051479e-01
6.103377524846712726e-02,4.215874714559270098e-01
1.019703070220865593e+00,1.800297579670134540e-01
1.449478971439663866e-01,4.328880715760473064e-01
6.302928457666814310e-01,9.202231452618220287e-01
9.484856104557490841e-01,1.119144910154347139e-01
1.571199983466163574e-01,7.938750344618809018e-01
2.741476572556613700e-01,8.972754000762910298e-01
6.782745229499869133e-01,7.011746883091782290e-02
8.255118453367006337e-01,1.672597808839893507e-01
4.202667015096141490e-01,5.676008074221662314e-01
4.649645451311320565e-01,6.591800679038828381e-01
6.390518341385427181e-01,9.951289080573860746e-01
1.016064421490995295e+00,5.490858710268641252e-01
8.947200296317700530e-02,7.444529171612180862e-01
9.908673277819042280e-01,3.291597706504229004e-01
4.607232670408097919e-01,4.167862860466458597e-01
3.011116794487710135e-02,6.496325739010103684e-01
3.602793315384278938e-01,7.863754244258639448e-01
8.238099277251823560e-01,8.345269591237816087e-01
4.126562146981046508e-01,3.032820991651949405e-01
7.434908182864511383e-01,8.178020307868828498e-01
4.707871813478478051e-01,8.972165558870539570e-01
1.428001811906805807e-01,8.638525818315710980e-01
9.022818923109145184e-02,1.220918618790407945e-01
5.360328171571070444e-01,4.022382051946782333e-02
7.425584574456614573e-02,-1.320704294978249961e-03
4.248803865628776322e-01,7.978350678533588924e-01
1.420137339542030391e-02,6.373039483491486079e-01
7.865423841755535550e-01,1.941909746645266721e-01
