x,y,label
-0.820358,0.243736,0
0.236615,1.017096,0
2.171903,0.076017,1
-0.095446,0.792373,0
1.765110,0.070845,1
0.104136,0.435643,1
1.274165,-0.442331,1
-0.361817,0.983697,0
-0.687697,0.673927,0
-0.786133,0.591131,0
0.364896,0.911460,0
-0.952024,-0.120484,0
0.894413,0.575640,0
2.081330,0.576380,1
0.099689,0.913297,0
-0.965935,-0.007692,0
0.851601,0.469804,0
1.829275,0.057825,1
0.716639,-0.370414,1
0.173273,0.628860,1
2.097902,0.636409,1
-1.132271,-0.084629,0
0.850583,-0.589091,1
-0.266462,0.913289,0
-0.622294,0.880911,0
0.182326,0.037022,1
-0.688098,0.541774,0
-0.903153,0.333864,0
1.411185,-0.427473,1
1.364793,-0.411228,1
0.519112,-0.260740,1
0.274274,0.922851,0
-0.829892,0.617370,0
0.325639,0.839363,0
0.459112,-0.133484,1
-0.453260,0.838021,0
0.597804,-0.427901,1
1.929773,0.038690,1
-0.887526,-0.018285,0
-0.624850,0.836876,0
-0.166549,1.023541,0
-0.076209,0.100667,1
2.078143,0.388373,1
-0.544356,1.005823,0
1.740404,-0.209716,1
0.078547,0.961110,0
0.882301,-0.426128,1
1.910678,0.199605,1
-0.243118,1.037960,0
0.813991,0.670179,0
0.953824,0.449808,0
-0.759125,0.419641,0
-0.999814,0.427868,0
0.199336,0.940379,0
-0.346284,1.009065,0
0.331602,1.017088,0
0.704529,0.854363,0
0.374967,0.974990,0
-0.369676,0.924689,0
0.798085,-0.520866,1
-0.728823,0.641870,0
0.090313,0.321510,1
-1.005968,0.335906,0
1.643987,-0.115085,1
0.898486,-0.432509,1
0.213015,1.146343,0
1.048514,0.350014,0
0.495755,1.107686,0
1.760208,-0.025939,1
0.248807,0.999486,0
0.967343,0.317759,0
0.469595,-0.061578,1
1.075287,0.612619,0
-0.960198,0.070937,0
0.073362,0.811328,0
0.109671,0.155697,1
-0.120371,1.021832,0
0.477882,-0.289119,1
-0.960483,0.414791,0
1.835297,0.205035,1
0.167643,0.184004,1
0.830697,0.410058,0
0.202055,0.080256,1
-0.008983,0.418898,1
0.731319,0.774688,0
0.748777,0.836983,0
1.996474,0.162197,1
2.100698,0.309815,1
0.101402,0.192594,1
-0.397886,0.841124,0
0.004274,1.028187,0
0.074379,-0.147757,1
0.650874,0.638690,0
-1.067119,0.275207,0
1.330131,-0.381573,1
0.571598,-0.503051,1
0.453079,-0.388835,1
0.089891,-0.085995,1
0.856301,0.376035,0
1.476512,-0.535427,1
-0.886010,0.386368,0
0.587894,-0.539779,1
-0.235492,0.888306,0
-0.811487,0.416623,0
1.022336,0.094993,0
-0.939181,0.142590,0
-0.077289,1.157454,0
1.358840,-0.533719,1
1.512237,-0.442792,1
0.340864,-0.251904,1
1.411100,-0.336356,1
-0.070196,0.380185,1
-0.929923,0.607223,0
-0.935398,0.053830,0
-1.164411,0.090243,0
0.872194,-0.558121,1
0.156791,-0.008200,1
2.051914,0.276760,1
1.706277,-0.163679,1
1.872390,0.052952,1
0.874739,-0.620961,1
1.459758,-0.491287,1
0.008104,0.277449,1
0.459481,-0.368253,1
-0.069428,0.437512,1
0.643738,0.759880,0
-0.039454,0.484682,1
-0.006208,0.195878,1
1.517422,-0.482451,1
0.640732,0.843622,0
0.920137,0.280489,0
0.098570,0.358018,1
-0.886688,0.393600,0
0.160938,1.083873,0
0.168534,0.024860,1
-0.793209,0.493319,0
-0.542624,0.872786,0
1.617934,0.000990,1
0.187146,-0.074709,1
0.332653,1.032326,0
0.840055,-0.513445,1
0.826580,0.456294,0
-0.557482,0.802607,0
1.010773,-0.551847,1
0.573217,-0.494211,1
0.046487,0.889879,0
0.139095,0.387025,1
0.349281,-0.344921,1
1.941701,-0.244740,1
-0.779214,0.082314,0
0.544961,-0.266423,1
-0.778753,0.461941,0
0.358100,-0.092893,1
-0.178662,1.144240,0
-0.549044,0.995504,0
0.307983,0.772412,0
1.731937,0.003136,1
1.002351,0.302883,0
0.870974,-0.558228,1
2.137576,0.159425,1
0.880074,0.273581,0
0.805464,0.616857,0
-0.002334,0.263909,1
-0.121129,0.517109,1
1.761328,-0.199436,1
0.719108,-0.356441,1
0.880193,0.322113,0
0.931227,0.481263,0
1.994179,0.188171,1
-0.607871,0.880417,0
0.933990,0.406571,0
1.306649,-0.307463,1
0.527887,0.707414,0
0.564595,0.713703,0
1.676916,-0.193686,1
0.109544,0.772299,0
-0.528376,0.977090,0
0.524852,-0.276043,1
0.945109,0.236148,0
0.400907,-0.325001,1
0.372337,-0.253127,1
-0.230056,0.987406,0
1.614132,-0.243347,1
1.530716,-0.191965,1
-0.699016,0.827756,0
-1.112294,0.131950,0
0.761042,0.587293,0
-0.230296,0.931823,0
0.276570,0.924100,0
0.928183,0.435742,0
-0.861053,0.476639,0
0.256548,-0.226755,1
-0.498495,0.773111,0
0.572443,0.885456,0
0.165950,0.383019,1
0.448017,0.895133,0
1.789163,-0.057239,1
1.997228,0.349066,1
-0.670201,0.655396,0
2.090691,0.245615,1
1.827397,0.009829,1
0.849267,0.585436,0
0.423205,0.964047,0
0.659487,-0.481007,1
0.928722,-0.549703,1
-0.069790,-0.033707,1
2.000365,0.447545,1
0.075957,0.096426,1
0.963583,0.436750,0
-0.606772,0.555158,0
0.219392,0.276907,1
0.217872,-0.023513,1
0.147825,-0.166427,1
-0.153209,0.993413,0
0.976032,0.362379,0
-0.801883,0.604472,0
0.700993,0.572418,0
-0.337052,0.787775,0
1.176887,0.174710,0
0.854967,-0.515750,1
0.670112,-0.416773,1
0.765020,-0.441963,1
1.077935,0.068849,0
-0.475187,0.826219,0
0.091449,0.045692,1
-0.228659,0.974898,0
-0.347025,0.953028,0
0.651983,0.510172,0
-1.119481,0.067982,0
0.255849,-0.101746,1
0.160078,-0.081863,1
-0.698346,0.941159,0
0.570990,0.748300,0
1.075410,0.478009,0
1.030472,-0.103998,0
0.083726,0.275009,1
0.395779,0.989965,0
0.084026,0.040959,1
1.551009,-0.333019,1
0.590182,0.822858,0
0.967890,-0.505421,1
0.039582,0.489005,1
-0.952825,0.462425,0
-0.547730,0.797005,0
0.431450,0.986068,0
1.603452,-0.452308,1
-1.027806,0.389036,0
0.847014,0.754722,0
-0.101240,0.083750,1
1.361692,-0.444765,1
-0.093389,1.106890,0
0.057386,0.127712,1
0.787994,0.518555,0
-0.422084,0.756491,0
0.220984,0.147504,1
0.220869,-0.183839,1
0.207647,0.032440,1
0.388997,-0.319463,1
0.832869,0.451506,0
1.427966,-0.359141,1
0.735384,0.693342,0
1.621682,-0.121672,1
-1.071157,0.116145,0
1.209617,-0.582721,1
0.982427,0.432979,0
1.699638,-0.216793,1
-1.050535,0.425105,0
-1.115551,0.004883,0
-0.472421,0.914649,0
1.721257,-0.502926,1
0.666194,-0.472246,1
-0.119507,1.160116,0
1.059620,-0.445881,1
2.045259,0.210343,1
1.796742,-0.116011,1
1.976444,0.402607,1
0.757838,0.808363,0
0.083986,0.528446,1
0.232720,-0.189770,1
0.870880,0.045063,0
-0.790693,0.502662,0
-1.053748,0.221049,0
1.555162,-0.265432,1
0.009231,0.927258,0
-0.029331,0.917801,0
-0.031957,0.877783,0
1.759396,-0.632516,1
-1.027073,0.318823,0
0.852306,0.353784,0
0.726557,0.677425,0
1.993963,0.162551,1
0.718932,-0.418314,1
0.746384,0.555361,0
0.122090,-0.054173,1
0.873251,-0.694684,1
1.927566,0.278109,1
2.134200,0.366709,1
0.173543,1.085590,0
1.784269,-0.004955,1
1.177391,-0.449749,1
-0.099655,0.450748,1
0.671081,-0.471308,1
-0.273346,1.030274,0
1.321578,-0.468872,1
0.869219,0.505066,0
0.182261,0.935780,0
-0.344805,1.034930,0
1.026563,0.270506,0
1.804674,-0.092444,1
-0.443438,0.976967,0
2.150430,0.383492,1
0.894738,0.120662,0
-0.074825,0.122315,1
0.871570,0.220656,0
-0.782806,0.420107,0
0.080917,0.098141,1
1.562971,-0.385765,1
0.396900,-0.213837,1
-0.010691,0.287904,1
1.045254,-0.475653,1
0.954623,0.592954,0
0.923883,0.427156,0
0.432695,-0.177841,1
0.037097,0.335122,1
2.064932,0.295018,1
1.062097,-0.614615,1
0.055581,0.364958,1
1.976624,0.241061,1
0.927301,-0.432375,1
-0.041877,0.945832,0
-0.131927,0.275102,1
1.818490,-0.085301,1
2.042982,0.203592,1
0.304050,0.955988,0
0.276696,0.961784,0
1.089571,0.469547,0
-0.055366,0.230946,1
0.489851,0.886979,0
-0.654167,0.872396,0
0.328163,0.900782,0
-0.320985,0.948569,0
1.033589,0.512699,0
0.949173,0.169279,0
1.038958,0.196329,0
0.872189,-0.091335,0
0.426592,0.937472,0
0.403008,-0.324751,1
1.142723,-0.440490,1
0.367205,0.738723,0
0.727946,-0.462322,1
-0.488387,0.853512,0
0.830574,0.691698,0
0.064469,0.195962,1
0.076766,0.168951,1
0.640078,0.510223,0
0.737884,0.279796,0
0.681013,0.889876,0
0.627373,0.754576,0
1.270506,-0.301308,1
-0.897533,0.123541,0
-0.922347,0.632834,0
0.019488,0.337945,1
1.020205,-0.019660,0
1.096918,0.106536,0
0.023761,0.234766,1
-1.021120,0.443338,0
0.733241,0.798657,0
1.337150,-0.241887,1
0.775132,0.460698,0
-0.084357,1.030200,0
0.446517,-0.110136,1
-0.569859,0.841971,0
1.966047,-0.026138,1
0.522399,1.146704,0
0.531371,-0.384354,1
-0.244206,1.071413,0
0.915125,0.886769,0
0.305288,-0.139207,1
0.361970,-0.279674,1
1.955734,-0.112869,1
1.006573,0.093150,0
-0.789400,0.313876,0
-1.082988,0.064168,0
0.437267,0.948163,0
-0.575422,0.882230,0
1.348175,-0.370675,1
-1.041704,-0.088596,0
0.942646,-0.560103,1
1.678864,-0.119879,1
1.664854,-0.060134,1
0.151390,-0.087108,1
-0.867483,0.664618,0
1.992479,0.325718,1
0.752246,-0.535781,1
0.435593,-0.565652,1
1.545868,-0.385986,1
-0.372854,1.002936,0
1.040263,-0.479725,1
1.883335,0.325551,1
-0.417943,0.910131,0
-0.651136,0.882736,0
0.786605,0.456059,0
0.301886,1.180813,0
-0.884447,0.123154,0
0.165000,0.875594,0
0.376948,0.702231,0
0.472794,-0.490425,1
1.925962,0.145893,1
0.897706,0.486282,0
0.917201,0.375267,0
2.013225,-0.064325,1
1.756315,-0.115976,1
0.267817,-0.209082,1
1.273414,-0.277760,1
1.785626,0.112741,1
0.127071,0.970299,0
1.332426,-0.476374,1
0.286520,-0.302564,1
-0.865521,0.685657,0
0.237597,1.027355,0
-0.095284,0.879303,0
0.029146,0.099895,1
0.610765,0.888181,0
-0.335741,1.231248,0
0.554167,0.854115,0
1.715293,-0.374144,1
-0.965749,0.299412,0
-0.401281,0.998772,0
0.110432,1.016367,0
0.920400,-0.522651,1
0.385255,-0.263585,1
0.680114,0.532476,0
0.976548,-0.428505,1
0.278903,-0.139505,1
0.222584,1.068536,0
-0.220533,1.127938,0
0.066226,0.119688,1
1.287116,-0.624030,1
0.186662,-0.132715,1
-0.909673,0.299602,0
-1.044916,0.123082,0
0.887188,0.401061,0
1.914570,-0.144310,1
0.616337,-0.327471,1
1.087935,0.080921,0
0.280994,-0.077866,1
0.037821,0.091624,1
1.478845,-0.501994,1
0.524983,0.645519,0
1.900363,0.557334,1
2.005827,0.092231,1
0.643330,0.781345,0
0.607560,-0.446597,1
0.726077,-0.465125,1
-0.496806,0.824405,0
-0.668020,0.709408,0
-0.776889,0.470318,0
1.363783,-0.446980,1
-0.662238,0.992939,0
0.824458,-0.444310,1
-0.799117,0.547559,0
1.980628,0.191718,1
0.962612,0.284308,0
-0.537526,0.667930,0
1.007045,0.127824,0
0.425054,-0.617419,1
-0.714634,0.872626,0
-0.105015,0.864253,0
-0.707602,0.818429,0
-0.001275,-0.041263,1
-0.840173,0.632511,0
-0.532499,0.757815,0
0.232964,0.887369,0
-1.143773,0.056493,0
-0.089839,0.365953,1
-0.885741,0.387255,0
0.900786,0.063474,0
1.897766,0.172229,1
0.386250,0.957019,0
0.721925,-0.508661,1
0.732244,-0.455011,1
-0.912056,0.101891,0
-0.407914,0.827286,0
-0.658787,0.652943,0
1.007852,0.132238,0
0.450561,0.920769,0
0.733536,-0.404680,1
-0.612339,0.743648,0
-0.856579,0.247007,0
-0.246490,0.966208,0
0.747863,-0.523424,1
0.654410,-0.422930,1
1.316612,-0.483631,1
1.717923,-0.157978,1
0.555262,0.998467,0
1.346788,-0.545400,1
-0.211196,0.992006,0
1.062259,-0.006428,0
-1.050418,0.162136,0
0.485546,0.862646,0
0.848706,0.441076,0
0.681903,0.819295,0
-0.904847,-0.048511,0
-0.111299,0.910271,0
0.678161,0.624378,0
-0.375708,1.015748,0
-0.719061,0.638556,0
-0.241225,0.793645,0
0.335577,-0.073825,1
0.001735,1.090815,0
0.860083,0.406680,0
0.008093,0.397788,1
0.493872,-0.165216,1
1.951281,0.505349,1
0.773331,0.075332,0
0.964912,-0.025498,0
-0.211965,0.897833,0
1.786368,0.031432,1
1.107163,-0.359522,1
1.690602,-0.213513,1
1.913002,0.376924,1
0.918423,0.380155,0
1.165358,-0.341701,1
0.877682,0.658029,0
0.480689,0.872366,0
-0.683205,0.726132,0
-0.314259,0.812878,0
0.054215,0.069458,1
0.813802,-0.577960,1
1.325796,-0.325704,1
0.891987,-0.761491,1
-0.116839,0.921656,0
0.957534,0.373002,0
1.010095,0.088799,0
1.206111,-0.546235,1
0.133490,-0.116020,1
-0.171586,1.202646,0
-0.707930,0.827423,0
-0.559234,1.058201,0
0.620942,0.765482,0
0.746906,0.639019,0
-0.610687,0.878937,0
0.939562,0.121474,0
0.347490,0.923611,0
0.912067,-0.557724,1
-1.023753,0.381097,0
0.059353,0.403102,1
1.928245,0.262112,1
0.034425,0.284490,1
0.712535,0.877897,0
-0.978221,0.118959,0
1.217760,-0.389597,1
-0.015640,0.322363,1
1.400997,-0.387297,1
0.987971,-0.514826,1
0.735651,-0.444417,1
-0.666608,0.829698,0
0.532570,-0.592643,1
-0.341170,0.740850,0
-0.024410,0.149919,1
0.215499,-0.024928,1
-0.926417,0.677646,0
0.346015,-0.088243,1
1.446054,-0.245183,1
1.644272,-0.278171,1
-0.026076,0.971488,0
0.918569,0.786590,0
0.789173,0.723894,0
0.452670,-0.562007,1
0.651337,-0.269347,1
1.701150,-0.405667,1
-0.076598,0.916075,0
0.465372,-0.171019,1
0.163095,1.042607,0
1.992035,0.280999,1
-0.912427,0.499348,0
2.057063,-0.086053,1
0.937240,0.029597,0
1.221236,-0.360438,1
1.746711,0.303824,1
1.057027,-0.554839,1
0.789594,-0.411683,1
0.974129,0.245256,0
0.095373,0.435994,1
-0.974382,0.186007,0
0.030437,1.036218,0
0.984803,-0.611702,1
2.087114,0.197740,1
-0.127354,0.458549,1
-0.692904,0.625892,0
1.385256,-0.383508,1
0.683120,-0.526889,1
-0.936364,0.089630,0
0.187162,-0.063804,1
-0.211559,0.798250,0
0.178125,0.151499,1
1.759247,-0.209480,1
1.247251,-0.447854,1
-0.078961,0.401069,1
0.114906,0.860573,0
1.920364,-0.031675,1
0.228977,1.035625,0
0.730337,-0.500792,1
0.813488,0.495488,0
-1.078154,-0.163777,0
0.339915,-0.109089,1
0.871812,-0.385943,1
1.003343,0.178455,0
-0.956446,0.288703,0
1.376854,-0.376653,1
0.104815,0.917345,0
-0.718383,0.598390,0
0.673159,-0.570822,1
1.069212,-0.458099,1
0.942198,-0.458071,1
0.163653,-0.180828,1
1.859943,-0.121836,1
-0.942768,0.764424,0
-0.638378,0.844273,0
1.560695,-0.434322,1
-1.016907,0.223705,0
-0.379747,0.840156,0
0.437283,0.842509,0
1.989174,-0.031761,1
-0.876586,0.039793,0
0.200562,0.993759,0
0.382738,0.945947,0
-0.579203,0.776080,0
0.844312,0.339922,0
1.676263,-0.242041,1
0.945358,0.438476,0
-0.188083,0.961826,0
0.572433,-0.272239,1
0.440497,-0.180669,1
1.022576,0.395398,0
0.356022,-0.227164,1
0.144644,-0.138845,1
0.355538,1.041412,0
0.613816,0.949393,0
1.145752,0.167261,0
1.120157,0.144155,0
1.324234,-0.376115,1
0.111952,-0.025177,1
1.061297,-0.516384,1
-0.521486,0.929292,0
1.836004,0.282943,1
1.728572,-0.133533,1
0.939133,0.507011,0
-0.841990,0.430977,0
0.730459,0.320442,0
-0.475359,0.808247,0
-0.885587,0.527784,0
0.863502,0.520438,0
0.852828,0.344891,0
1.062088,-0.341605,1
-0.474789,1.074084,0
0.083654,0.085116,1
0.905076,-0.519716,1
0.464290,0.718204,0
1.942394,0.512254,1
0.246521,-0.093058,1
1.152411,0.283899,0
0.507317,-0.630991,1
0.908481,-0.617482,1
-0.991245,0.779139,0
-0.058371,0.528713,1
-0.570521,0.781995,0
1.362535,-0.418777,1
0.148157,-0.109896,1
-0.969126,0.424841,0
0.898746,-0.504454,1
0.884528,0.197462,0
-0.873000,0.303005,0
-0.659911,0.503087,0
-0.257221,1.013380,0
-0.782957,0.218709,0
-0.992540,0.076226,0
-1.017847,0.084624,0
0.125344,0.641397,1
-0.860431,0.724860,0
-0.483790,0.686943,0
-0.297511,1.047454,0
0.017064,0.092567,1
-0.095068,1.054383,0
-0.353416,0.963228,0
0.726665,-0.481273,1
-0.573554,0.800228,0
0.041614,0.124331,1
0.792530,-0.316190,1
-0.784090,0.627683,0
1.973230,0.391024,1
0.292645,0.930787,0
1.731789,-0.401804,1
-0.285062,0.909529,0
0.808448,0.580269,0
-0.559463,0.861001,0
-0.894004,-0.233577,0
-0.739312,0.605243,0
1.727873,-0.194981,1
2.123034,0.186769,1
0.883687,0.426439,0
2.112709,0.170345,1
0.459382,-0.377977,1
0.804521,-0.303237,1
0.491609,-0.296622,1
2.040673,0.394447,1
-0.914385,0.157520,0
0.889621,0.514606,0
1.075122,0.533489,0
0.638865,-0.389558,1
-0.949927,0.399904,0
-0.864087,0.180530,0
1.940304,0.104327,1
0.043081,1.027555,0
1.182086,-0.573725,1
-0.301861,1.111272,0
0.132424,0.002427,1
-0.817747,0.731410,0
0.030764,0.082359,1
1.929340,0.199619,1
1.227819,-0.429078,1
1.727266,0.014186,1
-0.777447,0.657077,0
-0.270783,0.816294,0
0.076778,0.161297,1
0.795604,-0.380839,1
-0.569265,0.729728,0
1.715198,-0.258260,1
0.274266,1.163737,0
0.787631,0.408418,0
-0.816473,0.647036,0
0.228961,-0.103263,1
-1.045650,0.240699,0
1.058793,-0.521570,1
1.915483,0.239953,1
0.067351,-0.227171,1
-0.814930,0.324232,0
-0.873984,0.117195,0
0.131688,1.191638,0
-0.674235,0.843418,0
0.067235,0.178548,1
-0.810099,0.209550,0
-0.917954,0.282188,0
-0.940904,0.196664,0
-0.880552,0.050396,0
0.928360,0.214950,0
1.772733,-0.133153,1
0.307644,0.856469,0
0.654576,0.678075,0
0.133330,0.939790,0
0.813643,0.271389,0
-0.104961,0.442554,1
0.702206,-0.286330,1
-0.171044,1.002653,0
0.609590,0.923634,0
-0.206078,0.765098,0
0.875876,-0.261795,1
1.269108,-0.365723,1
0.476356,0.845344,0
-0.742152,0.619000,0
-0.317592,0.932252,0
0.218229,-0.094899,1
1.662822,-0.133434,1
1.434624,-0.310098,1
-0.163053,1.038393,0
-1.055871,0.204152,0
1.818856,0.057525,1
-0.516995,0.918108,0
2.005868,0.110543,1
0.115899,0.289315,1
0.941530,0.474497,0
0.975718,0.377251,0
0.223996,1.019638,0
1.792881,-0.030684,1
-0.524161,0.890474,0
0.439133,0.959188,0
1.974665,0.502088,1
-0.887315,-0.023138,0
-0.743159,0.786138,0
1.781404,-0.047966,1
0.483304,0.875282,0
2.076953,0.407062,1
1.382308,-0.207959,1
0.852566,-0.312201,1
0.604725,0.768944,0
0.401056,0.767471,0
1.701344,-0.181456,1
-0.583908,0.949152,0
0.970996,0.368641,0
0.031081,1.159635,0
0.183040,0.161187,1
0.689440,0.214124,0
1.386063,-0.238486,1
0.627224,-0.375217,1
0.062834,0.258248,1
-0.867672,0.418249,0
1.153380,0.072727,0
0.862275,-0.413586,1
0.415797,0.870758,0
-1.087651,0.254365,0
1.769263,-0.156295,1
0.944569,0.337217,0
1.744527,-0.178280,1
1.799314,0.057860,1
0.276320,-0.262197,1
0.784452,0.609239,0
1.229428,0.201816,0
-0.369103,0.986966,0
-0.924395,0.597201,0
-0.116234,0.927305,0
1.400254,-0.315029,1
0.761335,0.562798,0
0.514411,-0.318814,1
-0.757184,0.696199,0
0.761115,0.767961,0
0.486949,0.644366,0
0.838932,0.570753,0
0.998929,-0.604366,1
-0.008927,1.082486,0
0.198955,0.991917,0
1.504380,-0.344078,1
-0.999711,0.034804,0
1.920158,-0.073874,1
0.117536,0.963714,0
1.643427,-0.301183,1
-0.618134,0.705075,0
0.638663,0.802272,0
1.758035,0.066669,1
0.481102,-0.478823,1
-1.088258,0.673183,0
1.333619,-0.482321,1
-1.015519,0.142262,0
0.889319,-0.525546,1
0.325268,-0.288549,1
-0.822300,0.587047,0
0.541597,0.935609,0
-0.053386,0.195209,1
1.828550,-0.023000,1
1.636119,-0.278529,1
0.526944,0.838121,0
-0.015362,0.098717,1
1.886303,-0.019379,1
1.954875,0.303192,1
0.116732,-0.015824,1
1.347604,-0.423763,1
0.725131,0.372567,0
-0.554357,0.740157,0
1.746942,-0.464535,1
1.125564,0.529951,0
-0.646820,1.000709,0
1.013944,-0.472399,1
0.208363,-0.116811,1
0.031496,0.184098,1
1.165249,0.308542,0
0.341948,0.977746,0
-0.641863,0.590238,0
0.927109,0.278015,0
0.652630,-0.657068,1
1.911162,0.142800,1
-0.193541,0.908002,0
-0.940660,0.237598,0
1.347795,-0.292053,1
0.344251,0.934125,0
1.891323,-0.110704,1
0.531001,0.915654,0
2.048268,-0.031816,1
1.041028,-0.320741,1
0.235464,0.043306,1
0.714090,0.670059,0
0.074637,0.872899,0
