x,y,true_component
0.5326633165829145,1.0,upper
0.5376884422110553,1.0,upper
0.542713567839196,1.0,upper
0.5477386934673367,1.0,upper
0.5527638190954774,1.0,upper
0.5577889447236181,1.0,upper
0.5628140703517588,1.0,upper
0.5678391959798995,1.0,upper
0.5728643216080402,1.0,upper
0.577889447236181,1.0,upper
0.5829145728643216,1.0,upper
0.5879396984924623,1.0,upper
0.592964824120603,1.0,upper
0.5979899497487438,1.0,upper
0.6030150753768845,1.0,upper
0.6080402010050251,1.0,upper
0.6130653266331658,1.0,upper
0.6180904522613065,1.0,upper
0.6231155778894473,1.0,upper
0.628140703517588,1.0,upper
0.6331658291457286,1.0,upper
0.6381909547738693,1.0,upper
0.6432160804020101,1.0,upper
0.6482412060301508,1.0,upper
0.6532663316582915,1.0,upper
0.6582914572864321,1.0,upper
0.6633165829145728,1.0,upper
0.6683417085427136,1.0,upper
0.6733668341708543,1.0,upper
0.678391959798995,1.0,upper
0.6834170854271356,1.0,upper
0.6884422110552764,1.0,upper
0.6934673366834171,1.0,upper
0.6984924623115578,1.0,upper
0.7035175879396985,1.0,upper
0.7085427135678392,1.0,upper
0.7135678391959799,1.0,upper
0.7185929648241206,1.0,upper
0.7236180904522613,1.0,upper
0.7286432160804021,1.0,upper
0.7336683417085427,1.0,upper
0.7386934673366834,1.0,upper
0.7437185929648241,1.0,upper
0.7487437185929648,1.0,upper
0.7537688442211056,1.0,upper
0.7587939698492463,1.0,upper
0.7638190954773869,1.0,upper
0.7688442211055276,1.0,upper
0.7738693467336684,1.0,upper
0.7788944723618091,1.0,upper
0.7839195979899498,1.0,upper
0.7889447236180904,1.0,upper
0.7939698492462312,1.0,upper
0.7989949748743719,1.0,upper
0.8040201005025126,1.0,upper
0.8090452261306533,1.0,upper
0.8140703517587939,1.0,upper
0.8190954773869347,1.0,upper
0.8241206030150754,1.0,upper
0.8291457286432161,1.0,upper
0.8341708542713568,1.0,upper
0.8391959798994975,1.0,upper
0.8442211055276382,1.0,upper
0.8492462311557789,1.0,upper
0.8542713567839196,1.0,upper
0.8592964824120604,1.0,upper
0.864321608040201,1.0,upper
0.8693467336683417,1.0,upper
0.8743718592964824,1.0,upper
0.8793969849246231,1.0,upper
0.8844221105527639,1.0,upper
0.8894472361809045,1.0,upper
0.8944723618090452,1.0,upper
0.8994974874371859,1.0,upper
0.9045226130653267,1.0,upper
0.9095477386934674,1.0,upper
0.914572864321608,1.0,upper
0.9195979899497487,1.0,upper
0.9246231155778895,1.0,upper
0.9296482412060302,1.0,upper
0.9346733668341709,1.0,upper
0.9396984924623115,1.0,upper
0.9447236180904522,1.0,upper
0.949748743718593,1.0,upper
0.9547738693467337,1.0,upper
0.9597989949748744,1.0,upper
0.964824120603015,1.0,upper
0.9698492462311558,1.0,upper
0.9748743718592965,1.0,upper
0.9798994974874372,1.0,upper
0.9849246231155779,1.0,upper
0.9899497487437187,1.0,upper
0.9949748743718593,1.0,upper
1.0,1.0,upper
0.0,-1.0,lower
0.005025125628140704,-1.0,lower
0.010050251256281407,-1.0,lower
0.01507537688442211,-1.0,lower
0.020100502512562814,-1.0,lower
0.02512562814070352,-1.0,lower
0.03015075376884422,-1.0,lower
0.035175879396984924,-1.0,lower
0.04020100502512563,-1.0,lower
0.04522613065326633,-1.0,lower
0.05025125628140704,-1.0,lower
0.05527638190954774,-1.0,lower
0.06030150753768844,-1.0,lower
0.06532663316582915,-1.0,lower
0.07035175879396985,-1.0,lower
0.07537688442211056,-1.0,lower
0.08040201005025126,-1.0,lower
0.08542713567839195,-1.0,lower
0.09045226130653267,-1.0,lower
0.09547738693467336,-1.0,lower
0.10050251256281408,-1.0,lower
0.10552763819095477,-1.0,lower
0.11055276381909548,-1.0,lower
0.11557788944723618,-1.0,lower
0.12060301507537688,-1.0,lower
0.12562814070351758,-1.0,lower
0.1306532663316583,-1.0,lower
0.135678391959799,-1.0,lower
0.1407035175879397,-1.0,lower
0.1457286432160804,-1.0,lower
0.15075376884422112,-1.0,lower
0.15577889447236182,-1.0,lower
0.16080402010050251,-1.0,lower
0.1658291457286432,-1.0,lower
0.1708542713567839,-1.0,lower
0.17587939698492464,-1.0,lower
0.18090452261306533,-1.0,lower
0.18592964824120603,-1.0,lower
0.19095477386934673,-1.0,lower
0.19597989949748745,-1.0,lower
0.20100502512562815,-1.0,lower
0.20603015075376885,-1.0,lower
0.21105527638190955,-1.0,lower
0.21608040201005024,-1.0,lower
0.22110552763819097,-1.0,lower
0.22613065326633167,-1.0,lower
0.23115577889447236,-1.0,lower
0.23618090452261306,-1.0,lower
0.24120603015075376,-1.0,lower
0.24623115577889448,-1.0,lower
0.25125628140703515,-1.0,lower
0.2562814070351759,-1.0,lower
0.2613065326633166,-1.0,lower
0.2663316582914573,-1.0,lower
0.271356783919598,-1.0,lower
0.2763819095477387,-1.0,lower
0.2814070351758794,-1.0,lower
0.2864321608040201,-1.0,lower
0.2914572864321608,-1.0,lower
0.2964824120603015,-1.0,lower
0.30150753768844224,-1.0,lower
0.3065326633165829,-1.0,lower
0.31155778894472363,-1.0,lower
0.3165829145728643,-1.0,lower
0.32160804020100503,-1.0,lower
0.32663316582914576,-1.0,lower
0.3316582914572864,-1.0,lower
0.33668341708542715,-1.0,lower
0.3417085427135678,-1.0,lower
0.34673366834170855,-1.0,lower
0.35175879396984927,-1.0,lower
0.35678391959798994,-1.0,lower
0.36180904522613067,-1.0,lower
0.36683417085427134,-1.0,lower
0.37185929648241206,-1.0,lower
0.3768844221105528,-1.0,lower
0.38190954773869346,-1.0,lower
0.3869346733668342,-1.0,lower
0.3919597989949749,-1.0,lower
0.3969849246231156,-1.0,lower
0.4020100502512563,-1.0,lower
0.40703517587939697,-1.0,lower
0.4120603015075377,-1.0,lower
0.4170854271356784,-1.0,lower
0.4221105527638191,-1.0,lower
0.4271356783919598,-1.0,lower
0.4321608040201005,-1.0,lower
0.4371859296482412,-1.0,lower
0.44221105527638194,-1.0,lower
0.4472361809045226,-1.0,lower
0.45226130653266333,-1.0,lower
0.457286432160804,-1.0,lower
0.4623115577889447,-1.0,lower
0.46733668341708545,-1.0,lower
0.4723618090452261,-1.0,lower
0.47738693467336685,-1.0,lower
0.4824120603015075,-1.0,lower
0.48743718592964824,-1.0,lower
0.49246231155778897,-1.0,lower
0.49748743718592964,-1.0,lower
0.5025125628140703,-1.0,lower
0.507537688442211,-1.0,lower
0.5125628140703518,-1.0,lower
0.5175879396984925,-1.0,lower
0.5226130653266332,-1.0,lower
0.5276381909547738,-1.0,lower
0.5326633165829145,-1.0,lower
0.5376884422110553,-1.0,lower
0.542713567839196,-1.0,lower
0.5477386934673367,-1.0,lower
0.5527638190954774,-1.0,lower
0.5577889447236181,-1.0,lower
0.5628140703517588,-1.0,lower
0.5678391959798995,-1.0,lower
0.5728643216080402,-1.0,lower
0.577889447236181,-1.0,lower
0.5829145728643216,-1.0,lower
0.5879396984924623,-1.0,lower
0.592964824120603,-1.0,lower
0.5979899497487438,-1.0,lower
0.6030150753768845,-1.0,lower
0.6080402010050251,-1.0,lower
0.6130653266331658,-1.0,lower
0.6180904522613065,-1.0,lower
0.6231155778894473,-1.0,lower
0.628140703517588,-1.0,lower
0.6331658291457286,-1.0,lower
0.6381909547738693,-1.0,lower
0.6432160804020101,-1.0,lower
0.6482412060301508,-1.0,lower
0.6532663316582915,-1.0,lower
0.6582914572864321,-1.0,lower
0.6633165829145728,-1.0,lower
0.6683417085427136,-1.0,lower
0.6733668341708543,-1.0,lower
0.678391959798995,-1.0,lower
0.6834170854271356,-1.0,lower
0.6884422110552764,-1.0,lower
0.6934673366834171,-1.0,lower
0.6984924623115578,-1.0,lower
0.7035175879396985,-1.0,lower
0.7085427135678392,-1.0,lower
0.7135678391959799,-1.0,lower
0.7185929648241206,-1.0,lower
0.7236180904522613,-1.0,lower
0.7286432160804021,-1.0,lower
0.7336683417085427,-1.0,lower
0.7386934673366834,-1.0,lower
0.7437185929648241,-1.0,lower
0.7487437185929648,-1.0,lower
0.7537688442211056,-1.0,lower
0.7587939698492463,-1.0,lower
0.7638190954773869,-1.0,lower
0.7688442211055276,-1.0,lower
0.7738693467336684,-1.0,lower
0.7788944723618091,-1.0,lower
0.7839195979899498,-1.0,lower
0.7889447236180904,-1.0,lower
0.7939698492462312,-1.0,lower
0.7989949748743719,-1.0,lower
0.8040201005025126,-1.0,lower
0.8090452261306533,-1.0,lower
0.8140703517587939,-1.0,lower
0.8190954773869347,-1.0,lower
0.8241206030150754,-1.0,lower
0.8291457286432161,-1.0,lower
0.8341708542713568,-1.0,lower
0.8391959798994975,-1.0,lower
0.8442211055276382,-1.0,lower
0.8492462311557789,-1.0,lower
0.8542713567839196,-1.0,lower
0.8592964824120604,-1.0,lower
0.864321608040201,-1.0,lower
0.8693467336683417,-1.0,lower
0.8743718592964824,-1.0,lower
0.8793969849246231,-1.0,lower
0.8844221105527639,-1.0,lower
0.8894472361809045,-1.0,lower
0.8944723618090452,-1.0,lower
0.8994974874371859,-1.0,lower
0.9045226130653267,-1.0,lower
0.9095477386934674,-1.0,lower
0.914572864321608,-1.0,lower
0.9195979899497487,-1.0,lower
0.9246231155778895,-1.0,lower
0.9296482412060302,-1.0,lower
0.9346733668341709,-1.0,lower
0.9396984924623115,-1.0,lower
0.9447236180904522,-1.0,lower
0.949748743718593,-1.0,lower
0.9547738693467337,-1.0,lower
0.9597989949748744,-1.0,lower
0.964824120603015,-1.0,lower
0.9698492462311558,-1.0,lower
0.9748743718592965,-1.0,lower
0.9798994974874372,-1.0,lower
0.9849246231155779,-1.0,lower
0.9899497487437187,-1.0,lower
0.9949748743718593,-1.0,lower
1.0,-1.0,lower
