step,x1,x2,x3,x4,x5
0,-0.0877189,0.00733125,0.00782502,-0.00865925,-0.00480292
0,-0.637698,0.0115418,-0.0177261,0.00787989,0.0111478
0,0.554815,-0.0096231,-0.00504747,0.00350399,-0.00908712
0,-0.258294,-0.0121178,-0.00160576,-0.0182155,0.0119918
0,-0.846087,0.000753406,-0.0077276,0.00310172,0.0183773
0,0.29114,-0.0185855,-0.0027839,0.000400674,0.0014471
0,0.362785,-0.00889616,-0.0148456,-0.00429297,0.0182562
0,-0.625738,0.0161594,0.00175224,-0.00172354,0.0152817
0,-0.0827921,0.00896671,-0.00403899,0.0161618,0.007601
0,0.399244,-0.00689118,0.0102711,0.00544244,-0.0103992
0,-0.678922,0.0118557,0.0183667,-0.00167445,0.00363937
0,0.715445,-0.00171106,0.018075,0.00303005,0.0128307
0,0.817687,0.012621,-0.0136234,0.00515594,-0.00406263
0,-0.874574,-0.00303871,-0.00965264,0.0139615,-0.0186678
0,0.917965,-0.00578525,-0.00573172,-0.0193469,-0.0125907
0,-0.197481,0.0171717,-0.0160154,0.0178121,0.0147795
0,-0.0916752,-0.00693196,-0.0106902,0.00457859,-0.018677
0,-0.968788,-0.00284817,-0.017277,-0.00992236,-0.0111536
0,-0.493618,-0.0147578,-0.0195186,-0.0153806,0.00473921
0,0.948512,0.0196138,-0.00363784,-0.0134818,0.00555047
0,-0.0193893,0.0195764,-0.0173878,0.0113294,-0.00846406
0,-0.517163,0.00650018,-0.0101575,0.00663436,0.000692341
0,-0.151822,0.00218751,-0.00851794,0.00826299,-0.00340573
0,-0.278909,0.0131463,0.0169987,-0.0181597,-0.0106949
0,-0.302961,0.0125987,0.0194197,0.0187589,0.0161979
0,-0.406887,0.0196804,-0.0100232,-0.0157638,0.0180381
0,-0.533159,0.00759073,-0.0176657,0.00922836,0.0152688
0,-0.455126,-0.00483772,-0.00502815,0.00995153,-0.0104877
0,-0.656294,-0.00202833,-0.00782126,0.0135676,-0.0104903
0,0.00477891,0.0177033,0.00535991,0.0146916,0.0176084
0,0.50153,0.007983,0.0187186,0.019776,-0.00192713
0,-0.85826,-0.00828824,-0.0139058,-0.00330055,-0.0147484
0,0.208236,-0.00468768,0.0158154,0.0187118,0.0018754
0,-0.450353,0.00368922,0.0158704,-0.00373067,0.00208313
0,-0.456694,-0.00178223,-0.00393146,-0.0100635,0.000234655
0,-0.379238,-0.00507861,0.000998818,0.0100238,-0.0066597
0,0.848318,0.0144927,-0.0180524,-0.0098543,-0.00215458
0,-0.790744,-0.00606096,0.0096039,0.00722058,0.00489538
0,0.421057,-0.0118031,-0.00633208,0.0070497,0.0151694
0,0.0873561,-0.00869201,-0.0187906,0.00841347,-0.0196846
0,-0.254642,0.00122149,0.0168845,-0.0164202,-0.00376231
0,-0.951374,-0.00629556,0.00488924,-0.00883728,-0.01161
0,-0.768594,0.00308561,0.0078108,0.00687829,0.0179544
0,-0.994594,0.00588787,0.00401569,0.00354958,0.0185108
0,-0.966257,0.0078593,0.0125471,0.000392288,-0.00664141
0,0.58168,-0.0161103,-0.00231857,0.000798095,0.00775826
0,-0.818229,-0.0108896,-0.00358794,0.00493179,0.0154784
0,0.237652,-0.0146615,0.0192232,0.0148714,0.00010883
0,0.844696,0.00165523,0.0169322,0.0131959,0.0187315
0,0.839566,-0.0185586,-0.0130091,-0.00443461,0.0180857
0,-0.399942,-0.0135813,0.0154522,-0.00214422,0.016315
0,-0.679539,0.0064447,-0.00238945,-0.0169405,0.00785853
0,-0.505202,-0.0184154,-0.0176022,-0.0175569,0.0163093
0,0.479768,0.0159225,0.00690329,0.0011576,-0.00782215
0,0.995925,-0.00551244,-0.00117404,-0.00487019,0.0191811
0,-0.650683,-0.00688048,0.00721395,-0.0174717,0.00428997
0,-0.044707,-0.00864,-0.0104635,0.00058051,-0.0052829
0,-0.0869602,-0.0065009,0.0188197,-0.0146624,-0.0161278
0,-0.313217,0.00364108,0.00636706,-0.00410973,0.0199711
0,-0.296214,0.00885627,0.00550331,0.0125222,0.019049
0,0.779587,0.0105825,0.00792994,-0.00658007,-0.0140926
0,-0.874728,-0.0103239,-0.00270874,0.000879851,0.0109233
0,0.917482,-0.0153072,-0.0157198,0.00358779,0.00981592
0,0.696301,0.0174333,0.019337,-0.00400793,-0.00478659
0,-0.704383,0.00739738,0.00627048,0.0144825,-0.0161097
0,-0.00444618,0.00324328,-0.0103377,-0.013239,0.0143832
0,-0.88293,-0.00117516,-0.0153666,-0.00171765,0.0191985
0,-0.152587,0.014285,-0.0153074,-0.00914992,-0.00384829
0,-0.200376,0.00685534,-0.00621127,0.00855067,0.00556748
0,-0.201678,-0.00272959,0.00458111,-0.0171983,0.0128963
0,0.306842,0.0090537,0.00147692,-0.0155809,-0.00379858
0,-0.189253,-0.00715828,-0.018802,0.00949017,-0.0156086
0,0.212616,0.0081287,0.00539145,0.0183657,-0.0158681
0,0.734334,-0.0188324,0.00139667,-0.00383026,0.000967354
0,-0.2698,-0.0123773,-0.0192351,0.000725993,0.0137111
0,-0.253568,-0.0110854,-0.0167787,-0.0165876,-0.0111441
0,-0.799972,-0.00939841,-0.017354,-0.0173758,0.014251
0,-0.675759,0.0023873,0.0109382,-0.00174362,-0.0138652
0,-0.600808,-0.00268063,0.00112936,-0.00602239,0.0112592
0,0.502043,0.0170885,-0.0188419,0.0158277,-0.00429725
0,0.756745,0.00763139,0.019494,0.0103713,-0.00541821
0,0.00212635,-0.00494443,-0.00540353,-0.00956382,-0.000161188
0,0.36348,-0.00890639,0.000975192,-0.0153048,-0.0136062
0,-0.906387,0.0188293,-0.0198456,-0.0128568,0.00451467
0,-0.837261,0.0152759,0.00878481,0.0186556,0.000305422
0,-0.399193,0.00198002,0.0172327,0.000830457,-0.00931172
0,0.754798,-0.00512325,-0.0199447,-0.0100926,-0.00727066
0,0.717555,-0.00165987,-0.00221651,-0.00655591,0.0152271
0,0.890054,0.0196756,-0.00493035,0.0186459,0.0116752
0,0.351378,-0.0102044,-0.0113417,-0.0133581,0.0169103
0,-0.411847,-0.00187623,-0.000241687,0.0111269,0.0137694
0,-0.721855,-0.00292383,0.0137142,0.0127213,-0.0159034
0,-0.687233,-0.00783205,-0.0169856,-0.00301348,-0.0156953
0,0.136435,-0.0101377,0.00385732,-0.015299,0.0190354
0,0.865122,-0.00432812,-0.0103129,-0.00998407,-0.000664259
0,-0.920014,0.0055882,-0.00366788,-0.00490374,0.0123746
0,0.418071,0.0181734,-0.00592255,0.0159017,0.0107987
0,-0.285151,0.00486662,-0.0084572,0.014976,-0.0155029
0,-0.575131,-0.0126787,-0.00387896,0.00980932,0.0010763
0,-0.0246474,-0.0199782,-0.00298393,-0.0174578,-0.0116699
0,0.864788,-0.0113841,0.0143335,0.0121157,-0.0136342
0,0.211424,-0.0153735,0.00911553,0.00549849,0.0124775
0,-0.0412309,0.0165945,-0.018026,-0.00828446,0.0086021
0,-0.163782,-0.0130819,-0.0157116,0.0126936,-0.00107428
0,0.764567,0.00933157,-0.00361095,-0.00505956,0.000625534
0,0.77812,0.00949114,-0.0197939,0.00776631,0.0167803
0,0.420912,-0.0129198,-0.000659275,-0.0143874,-0.00564019
0,0.874234,0.0169322,-0.00868653,-0.00641476,0.00400851
0,0.926395,-0.0140879,-0.00972333,0.0149423,-0.000324311
0,0.797922,-0.0125793,0.00130674,-0.00694921,-0.0073383
0,-0.106246,-0.0026769,-0.00570612,0.0165988,0.00926977
0,0.455094,-0.00840346,0.00310838,0.0111672,0.0118236
0,-0.310939,0.0108349,0.00943576,-0.0143397,0.0146378
0,-0.117357,-0.000543582,-0.00206523,0.00271384,0.00484677
0,-0.00364087,0.0146715,0.00510939,-0.00394288,-0.00333233
0,0.621677,-0.00607232,-0.0115418,-0.0176247,0.0150411
0,0.837093,-0.0151952,-0.00662105,-0.0129851,-0.0153641
0,0.799733,-0.0177249,0.0192194,-0.016142,0.0145388
0,0.133012,-0.0052833,-0.0063063,0.0102946,-0.00741707
0,0.314638,0.000693043,-0.000601374,0.0160465,0.0021858
0,0.653723,0.00902294,-0.0184577,0.0109244,-0.0113252
0,0.806299,-0.018283,-0.00667712,-0.0160107,-0.000976435
0,0.640045,-0.00807251,-0.0139626,-0.00678932,0.0125552
0,-0.719232,-0.0109055,-0.0172459,0.0082284,-0.00419067
0,-0.37832,0.00874506,-0.0065609,0.00911085,0.012608
0,-0.564674,0.0189527,-0.0135057,-0.00836636,-0.0128082
0,-0.308989,-0.000797564,0.000887035,0.0141442,0.0155779
0,-0.559792,0.00491576,-0.0155402,-0.00164121,-0.00710666
0,-0.366999,-0.00069663,0.00919311,-0.0172327,0.0151669
0,0.469628,-0.01294,0.0175664,0.000252489,0.0199923
0,-0.605481,0.00139633,-0.00839008,-0.00783306,0.00364262
0,0.843438,0.0122106,0.00895766,0.00236695,0.0168919
0,-0.0152772,0.0149533,0.0133593,-0.0114466,0.010849
0,-0.975658,-0.00708682,-0.0108173,0.000274518,0.00947413
0,-0.804647,0.000596888,0.0175365,-0.0108541,0.00708565
0,0.185761,-0.0195975,-0.000966952,0.00835082,-0.018241
0,0.759043,0.000803257,-0.0187736,-0.0110235,0.018147
0,0.164639,-0.0157011,-0.00849822,-0.00173185,-0.019162
0,-0.176769,-0.000421655,-0.0102529,0.00354556,0.0101296
0,-0.528332,0.00482,0.00558489,0.0179416,0.011131
0,0.696691,-0.000383204,-0.0125861,0.0198326,-0.0148258
0,-0.0570854,-0.0172763,0.017754,0.018597,0.00877556
0,-0.300014,-0.0098247,-0.00938787,-0.0149082,0.00103236
0,-0.716365,-0.00733077,0.00506826,0.00910174,-0.0190291
0,-0.139768,0.00608498,0.0141298,-0.000987009,0.0187682
0,-0.468735,-0.0194597,-0.000649885,-0.00975545,0.0129487
0,-0.534455,-0.00757483,0.0116491,0.00860573,0.00232205
0,0.409896,-0.00325453,-0.0197876,-0.0195458,0.000448872
0,-0.833418,-0.017957,0.0186207,0.0143601,-0.0139189
0,-0.998672,0.0176667,-0.00886699,-0.0125641,0.00766032
0,-0.782193,-0.00941402,0.0190038,0.00557851,0.000827112
0,-0.204163,0.01098,-0.0143617,0.0186935,0.0144449
0,0.235314,-0.0182838,0.00803423,0.0165314,0.000983083
0,-0.29155,-0.0151889,0.010196,0.0154009,-0.0159899
0,0.517969,-0.0193176,0.0186822,0.00460232,0.00209756
0,-0.4081,0.0171717,-0.00936377,0.0131259,0.0194043
0,0.566793,0.000759597,-0.017357,-0.00110345,-0.00246976
0,-0.594408,-0.00305649,-0.00568968,-0.0134526,-0.00234503
0,-0.4744,0.000882497,-0.0185936,0.0162493,0.0126546
0,0.105163,0.0140723,0.0184958,-0.0155791,0.00523327
0,0.995988,0.0195156,0.00413292,-0.0148792,0.00332771
0,-0.995871,-0.0120435,0.0182449,-0.00678238,0.0055356
0,-0.438281,0.0179129,0.00914235,-0.00681395,0.0116705
0,-0.783669,-0.00430724,-0.0111513,0.00734906,-0.0159021
0,-0.205948,-0.00893401,0.000253717,-0.00600409,0.00825642
0,-0.950846,0.00535948,-0.0107771,-0.00925164,0.0120102
0,0.911137,-0.00733799,0.0130722,-0.0158404,0.00535927
0,0.502065,-0.0137609,-0.0029599,0.0157083,-0.0158569
0,-0.963807,0.00362342,-0.00257874,0.0119476,0.0169382
0,-0.401693,-0.00446384,-0.000549117,0.00352606,0.0193542
0,0.394661,-0.00441806,-0.00944929,0.017785,-0.0145781
0,0.440532,0.0170158,0.00658662,-0.00307782,-0.0120404
0,-0.265049,0.00827487,0.00598137,0.017119,0.0146744
0,0.632302,0.016458,-0.00894651,-0.00521906,-0.00480424
0,0.120901,0.00672873,-0.00853133,-0.0192215,-0.0040311
0,-0.382944,0.0176874,0.0155306,0.0144124,0.00611999
0,-0.311422,0.00195397,0.012609,-0.0160556,0.012043
0,-0.91764,0.0126568,0.0123026,-0.0179597,0.00508643
0,0.00490615,-0.0132072,-0.0140648,0.0109304,0.00270771
0,0.965998,0.0192899,0.0197067,-0.0152554,0.0175302
0,-0.510861,-0.00167151,0.0102963,-0.0118552,0.00265246
0,-0.628367,-0.0158106,-0.0153377,-0.00569444,-0.0198138
0,-0.150292,0.00656788,-0.00393247,-0.0165682,-0.0174924
0,-0.443767,-0.0132275,0.0186038,-0.0139508,0.0122185
0,0.172216,0.00277148,0.000483229,0.0188705,-0.00544621
0,0.575832,0.00221176,-0.00417465,0.0182186,0.00393264
0,-0.762166,-0.00329843,0.0112633,0.00774988,0.0166536
0,-0.481245,0.0103277,-0.00160499,0.00294439,0.0182019
0,0.958573,0.0144636,-0.00563612,0.015508,0.00554437
0,-0.140006,-0.0185703,0.0108051,8.42232e-05,0.0114475
0,0.496046,0.0117427,-0.00797395,0.0120319,0.00195385
0,-0.0533476,0.00700504,-0.0191457,-0.0159073,-0.00831291
0,0.96598,-0.0144102,-0.00677615,-0.0179579,-0.00674924
0,-0.359347,0.0178723,0.0138062,-0.00468943,-0.0190092
0,0.662062,0.00642145,-0.0139054,0.0198429,-0.0159907
0,0.734229,-0.00822935,-0.00258586,0.0118183,0.00710033
0,0.875729,0.00484561,-0.0160876,0.0153744,0.0107662
0,0.423741,-0.0178507,-0.00415109,-0.0133026,0.0128762
0,0.401057,0.0153231,0.018663,0.0109899,0.0197693
0,0.22954,-0.0185148,-0.0194299,-0.00631584,0.0129389
0,0.732269,0.0184325,-0.0173951,-0.0182172,0.0165313
0,-0.389907,0.0023195,0.0192978,-0.00398206,0.00663486
0,-0.198241,0.0107278,0.00110859,-0.0104991,-0.00914776
0,-0.483882,0.00129281,0.00812756,0.0179712,0.0077635
0,0.562386,-0.013243,-0.00503749,-0.00344879,0.00745521
0,-0.408216,-0.00786832,-0.00576443,0.0124121,0.0031036
0,-0.849445,-0.0168702,-0.00514852,0.0106636,0.00754734
0,0.415965,0.0106884,-0.00851389,0.00193025,0.00173411
0,0.479265,0.0182748,-0.0088804,0.0117313,0.00639882
0,0.160476,0.0109952,0.0177613,-0.0185323,-0.014104
0,0.512574,-0.0166483,0.000644948,-0.0112056,-0.00902817
0,0.403681,-0.0187923,0.0149328,-0.00222084,9.57318e-05
0,0.0800959,0.00582177,-0.00620574,-0.0159557,-0.00726484
0,-0.663716,0.00224533,-0.00727885,0.0183227,0.0186294
0,0.240252,0.00469989,0.0194151,0.0154913,0.0106028
0,-0.372819,-0.00537844,-0.0119493,-0.000514075,0.0196147
0,0.824302,-0.015266,-0.0189924,0.0159455,0.00148681
0,-0.59962,0.00694613,0.00576893,-0.0151166,-0.00961599
0,-0.879844,-0.0116056,-0.0147078,-0.0122705,0.00741869
0,-0.901001,-0.0159258,-0.0146331,-0.00733836,-0.00804999
0,-0.489872,0.0100215,0.0199209,0.00135912,0.0177681
0,-0.20678,-0.0157327,-0.00364905,-0.00815489,-0.000263722
0,0.314087,-0.00155799,0.0174064,0.0153906,0.0080791
0,-0.0206302,-0.0147325,-0.00411945,0.00817606,-0.00860458
0,-0.792024,0.0163159,0.00836203,0.00461106,0.0117
0,0.671292,-0.00066164,0.0152475,0.0166568,-0.00913796
0,0.215091,0.00106336,0.00151783,0.0175065,-0.00779245
0,0.966868,0.0160852,-0.00165108,0.0126981,0.0107619
0,0.35579,-0.00720664,-0.012142,0.00686111,0.0137189
0,-0.967494,0.00571214,-0.00228508,0.0159235,-0.00714108
0,-0.0516304,0.000590684,-0.0143824,0.00851569,0.0132191
0,-0.884181,-0.00834445,-0.0184782,0.0182618,0.00668675
0,0.928401,0.00125977,0.0120827,-0.00502344,-0.00584724
0,-0.243464,0.00631449,-0.00562187,0.0160147,0.019331
0,-0.939147,-0.0122551,-0.01551,-0.0183054,-0.0108904
0,-0.106413,0.0134796,-0.011127,-0.00024219,0.0171847
0,0.334429,0.0119232,0.00203976,0.0192187,0.00354649
0,-0.908979,-0.0120807,-0.00380905,0.00405109,0.0108772
0,-0.173828,0.00840233,0.0115948,-0.00730959,0.0191708
0,0.299313,0.0152399,0.00223751,0.00966412,0.0108218
0,0.816497,-0.013986,0.00233134,-0.00286486,0.0169264
0,-0.789811,0.019303,0.0150181,-0.0170469,-0.000361345
0,0.435119,0.00952606,0.0162598,0.0119946,-0.00756278
0,-0.00313043,0.00807143,-0.0144625,-0.0122404,-0.000758302
0,-0.403508,0.0145024,0.00345109,-0.00605339,0.0139533
0,0.609757,0.0199342,0.0138923,-0.00342174,-0.0149
0,0.681282,-0.0176097,-0.00598915,0.0167895,0.0184307
0,0.281129,0.00754593,-0.0183018,0.000579214,0.00187473
0,-0.319799,-0.0172561,-0.0108437,-0.00568064,-0.00259432
0,0.181853,0.00889566,-0.00729473,-0.00684185,-0.0192123
0,-0.91825,-0.00968713,0.0096098,0.00513255,0.0107916
0,0.537839,0.0142627,0.00881277,0.0191604,0.015953
0,0.173434,0.00352631,-0.0186293,0.0199411,-0.014737
0,0.480694,0.0128406,-0.00507782,-0.0121259,-0.0160496
0,0.497212,-0.00189386,0.00854871,0.0166163,-0.0141367
0,0.838342,-0.00353494,-0.00778932,0.0177225,0.0196261
0,-0.602216,0.00627353,-0.0157402,0.00603656,0.0130925
0,0.368997,-0.00330667,-0.00467735,-0.0042751,0.00358847
0,0.763135,0.0171626,-0.0178588,-0.0127351,-0.015511
0,-0.613331,-0.00613569,0.000261267,0.00517845,0.00928569
0,0.780223,0.0195635,0.00651426,0.0138146,0.0111216
0,-0.384936,0.0150277,-0.0182895,-0.0199853,-0.00905069
0,-0.0758049,0.00553452,-0.0159292,0.00692041,0.0120726
0,-0.629374,-0.00339499,0.0007994,-0.00192772,0.0119932
0,0.921045,0.0119581,-0.0168803,0.0121974,-0.0173361
0,-0.528059,-0.0138761,-0.0120992,0.00113261,0.00686759
0,-0.0593574,0.0183878,-0.0103883,0.0105256,0.0148073
0,0.124132,-0.0017511,0.00384738,-0.00284761,0.00220776
0,-0.166132,-0.00398121,0.00781386,-0.016286,-0.0133383
0,0.702397,0.0108431,-0.00874185,-0.00490924,0.0170411
0,0.636154,0.00457385,-0.0111404,-0.0182299,-0.00274969
0,0.345254,0.0131392,0.0141076,-0.018689,-0.0102337
0,-0.321811,-0.0124507,0.012119,0.0106986,0.000673322
0,0.965853,-0.0142377,0.0159861,-0.0153415,-0.0134727
0,0.392438,-0.0156172,0.0026338,-0.00319066,0.00913896
0,0.80135,0.0107949,0.0139876,-0.0186822,-0.00759218
0,0.0308662,-0.00336187,-0.0107498,-0.00768504,0.0178172
0,-0.411638,-0.00584384,-0.0198516,0.0138031,-0.0138064
0,-0.591711,-0.00978942,0.0153849,-0.0117419,0.0119011
0,0.616099,0.0170808,-0.0153775,-0.0113088,0.00971593
0,-0.607998,-0.00854682,-0.0133303,-0.0130921,-0.000737866
0,-0.780634,-0.0071321,-0.00293624,-0.0190181,-0.00446667
0,-0.811755,-0.000256859,0.0130295,0.0127369,-0.0167821
0,0.202456,0.0133835,-0.0104811,0.0104771,0.0156306
0,0.612248,-0.015708,-0.0196376,-0.012331,-0.00918091
0,0.232366,-0.00462907,0.00813628,-0.005877,-0.013823
0,-0.37462,0.015373,0.0183413,-0.0116995,0.0115387
0,-0.453303,0.0154853,-0.0133782,0.0066384,-0.0166315
0,0.947787,0.00802533,0.0136726,0.00266677,-0.000927945
0,0.243765,0.00114966,-0.00122463,0.010378,-0.012872
0,-0.657656,-0.00272629,-0.00717008,-0.017035,0.0137788
0,0.543206,0.00175686,0.019173,-0.017096,0.0106668
0,-0.467259,-0.00525604,-0.0112288,0.0115615,-0.0142304
0,0.680033,0.00646311,-0.0176391,0.0124393,0.00511023
0,0.809965,0.00994889,0.00244484,0.0134619,-0.00887799
0,0.0939001,-0.00825533,0.0187282,-0.0109521,-0.0193705
0,-0.34829,0.000100376,-0.0188655,0.00236993,0.0149713
0,0.409464,0.00491873,0.0182385,0.0183312,0.0129707
0,0.215484,-0.000489418,-0.0194674,0.00425048,0.0195635
0,0.636202,-0.00637581,-0.0139181,0.0113623,0.00975751
0,0.934094,0.0149937,0.00222651,-0.0159486,-0.000659974
0,-0.37261,0.000496339,-0.00793194,0.0144729,0.0137731
0,-0.36907,0.00398325,-0.00279277,0.0163637,-0.0125056
0,0.395457,0.018815,-0.012989,-0.0119213,0.00774893
0,0.558308,-0.000378038,0.00438746,-0.0114927,-0.000935431
0,-0.775856,-0.00714312,-0.00860881,-0.00221499,0.0172051
0,-0.637465,-0.00394447,0.00462389,0.0178623,-0.0146741
0,0.835753,-0.0167578,-0.000770344,-0.00181641,-0.0116159
0,-0.305081,-0.00183339,0.0146085,0.0182026,0.000757027
0,0.7402,0.00432686,-0.00603651,-0.0122322,-0.00347461
0,0.0456486,-0.0182223,-0.0141664,0.00400738,-0.0109999
0,0.674653,-0.00692231,-0.0158066,-0.0166588,0.0174849
0,-0.763959,-0.0143636,0.0145066,-0.00982847,0.00663806
0,0.633451,0.00428723,0.0182995,0.00835532,-0.0154899
0,0.11682,0.00872746,0.0120783,-0.0189471,0.00875516
0,0.651362,0.00987335,0.000493966,-0.00167916,0.00197674
0,0.409287,0.0169166,0.00468141,0.0155134,0.00805027
0,-0.863327,3.31276e-05,-0.00854055,-0.008593,-0.0057629
0,-0.370534,0.0031444,0.00734406,-0.00925002,-0.0148095
0,-0.882383,0.00303011,-0.0125548,-0.0196301,0.0171101
0,0.0742808,-0.0163021,0.0137168,0.0193281,-0.00205597
0,-0.915021,-0.0152982,-0.00473385,0.0154209,-0.0140785
0,0.64798,-0.0194009,-0.00170445,0.00577589,-0.0175848
0,0.229526,0.0177762,-0.0135896,0.00918446,0.00436376
0,-0.629767,-0.0197519,-0.0196286,0.0012837,0.0177112
0,0.288597,0.00857199,-0.000245381,0.00327556,-0.0149453
0,0.753641,0.0104317,0.019928,-0.00809108,-0.0109193
0,-0.749677,0.0185684,0.0112354,-0.013347,0.00210746
0,-0.172464,-0.0139406,-0.0135171,0.0185388,-0.00780143
0,0.882879,-0.0169756,-0.00156788,-0.0148152,-0.0198085
0,0.107532,-0.0154442,0.00888098,0.00792466,-0.0129467
0,0.883484,0.00884174,-0.00808119,0.00836935,0.00927721
0,-0.315547,-0.00497646,-0.00563574,0.00466474,0.0160164
0,-0.653614,0.015008,-0.0188939,0.00641354,-0.00342245
0,0.582563,0.00884792,-0.000795688,0.00575456,7.09252e-05
0,0.623037,-0.000956641,0.00092624,-0.00997918,0.00420172
0,-0.39419,0.00309136,-0.0132129,-0.0136212,-0.00331881
0,-0.146361,-0.00927563,-0.0147361,-0.0184316,-0.0189907
0,-0.456899,-0.00152586,0.00904973,-0.00100513,0.016162
0,-0.92956,-0.0127736,-0.00645942,0.00309985,0.0141094
0,-0.299596,-0.00928045,-0.0175244,0.0128521,-0.00481334
0,0.1431,0.0193422,-0.0199362,-0.014182,0.0111644
0,0.610255,0.0107699,0.00147996,0.0191543,-0.00415262
0,0.203887,-0.0174652,-0.0036057,0.0089,-0.0104504
0,0.887655,0.00747133,-0.00849698,0.01076,-0.0166734
0,0.949549,-0.0180286,0.0173382,-0.00988584,0.010313
0,-0.999853,-0.0098304,0.00996402,0.00129344,-0.0154019
0,-0.212741,-0.00497803,0.00272649,0.00671908,0.0136332
0,-0.00553721,-0.00431913,-0.0142409,0.0121929,0.00853482
0,-0.182645,0.000737292,0.00660731,-0.0134078,-0.0189121
0,-0.364993,0.0038234,-0.000535756,0.00770219,0.0127876
0,-0.0231151,-0.0146293,0.0140251,0.00299961,0.0095975
0,0.409329,0.0187285,-0.00818771,0.00821227,-0.00537295
