step,x1,x2,x3,x4
0,-0.000524742,0.998615,-0.999898,0.000504995
0,-0.949728,0.309235,0.808357,-0.587311
0,-0.950329,0.308978,0.808972,-0.587525
0,-0.951126,0.309267,0.807995,-0.588936
0,0.95022,-0.308375,0.809276,-0.586745
0,0.587599,0.807873,-0.307872,0.951038
0,0.95234,0.309615,0.811206,0.587565
0,0.951957,-0.308126,0.808462,-0.587958
0,-0.952518,-0.310566,0.809144,0.588578
0,0.588423,0.809357,-0.308154,0.950467
0,-0.951329,0.309755,0.80945,-0.587995
0,-0.949736,0.307725,0.808498,-0.588069
0,0.000816535,1,-1.00126,0.000514004
0,-0.586698,0.809756,-0.308398,-0.952931
0,-0.951956,-0.308535,0.808962,0.588308
0,-0.00126634,0.999939,-1.00139,-0.00195368
0,0.000295779,1.00084,-0.999754,-3.29965e-05
0,-0.00156201,1.00101,-1.00004,0.00195956
0,0.951999,-0.311022,0.809772,-0.589182
0,0.587026,0.808766,-0.309111,0.951454
0,-0.00102286,-1.00115,-0.999399,-1.32503e-05
0,0.58796,0.806823,-0.309194,0.950166
0,0.586865,-0.808095,-0.310113,-0.952149
0,-0.588116,0.809467,-0.309901,-0.949822
0,0.589235,0.808136,-0.309262,0.950278
0,-0.589471,-0.808714,-0.308283,0.953068
0,-0.951954,-0.307681,0.810359,0.587983
0,0.951659,0.30989,0.810991,0.588263
0,0.587725,0.808151,-0.308712,0.952081
0,-0.587541,0.808237,-0.308928,-0.951186
0,-0.587521,0.807355,-0.308466,-0.950461
0,0.951501,-0.309021,0.807211,-0.587805
0,-0.586725,0.808157,-0.311006,-0.952597
0,-0.950742,0.30939,0.809903,-0.587841
0,0.586285,-0.809835,-0.308198,-0.950916
0,-0.950407,-0.308582,0.808812,0.587611
0,-0.949199,0.309432,0.808888,-0.58733
0,0.000222906,0.997843,-0.99935,0.00182094
0,-0.588566,0.810471,-0.309274,-0.950763
0,0.952127,0.308297,0.810259,0.586571
0,-0.951932,-0.309611,0.809679,0.587444
0,0.949537,0.3088,0.808233,0.588517
0,-0.588128,0.809088,-0.309422,-0.950623
0,0.587602,-0.808692,-0.31161,-0.950959
0,0.588199,0.808818,-0.308348,0.951795
0,-0.586481,-0.808912,-0.310931,0.948771
0,0.949455,0.308979,0.80886,0.588061
0,-0.58841,0.808281,-0.308462,-0.950401
0,-0.588042,-0.809055,-0.308613,0.951561
0,0.586641,-0.809737,-0.310248,-0.951563
0,0.951869,-0.308471,0.807919,-0.587273
0,0.951142,0.308523,0.807611,0.58761
0,-0.950377,0.306854,0.808621,-0.585531
0,0.000672637,1.00026,-1.00074,-0.00067833
0,-0.587869,-0.807414,-0.308551,0.950184
0,0.952233,-0.30931,0.810714,-0.588352
0,-0.95206,0.309192,0.809999,-0.586748
0,-0.950897,-0.310005,0.808512,0.585767
0,-0.000913122,-1.00018,-0.999611,-0.000339454
0,-0.951113,-0.309413,0.809768,0.586886
0,-0.586948,0.810978,-0.308544,-0.951584
0,0.95052,-0.307807,0.80789,-0.588739
0,-0.58895,0.807738,-0.310062,-0.950267
0,0.00110228,-1.0007,-0.999793,0.000759157
0,-0.587685,-0.809972,-0.310487,0.952067
0,0.000496179,1.00058,-1.00111,0.000234977
0,0.000629,-0.999686,-1.00075,0.00101226
0,-0.952584,0.309946,0.810098,-0.586213
0,0.950714,-0.310016,0.809811,-0.588484
0,-0.951013,-0.309334,0.808115,0.588106
0,0.949665,0.309609,0.80805,0.586054
0,-0.951107,-0.308585,0.809594,0.588604
0,-0.590139,-0.810022,-0.30891,0.952576
0,-0.587002,-0.807116,-0.309542,0.951331
0,-0.00109997,-1.0004,-1.00074,-0.000633989
0,-0.000393449,-0.999997,-0.999978,0.000543453
0,-0.587645,0.808673,-0.30954,-0.951364
0,-0.951506,0.309508,0.809883,-0.586511
0,0.950259,-0.308548,0.807622,-0.587412
0,-0.586703,0.808867,-0.307944,-0.952195
0,-0.951945,0.308881,0.810039,-0.588203
0,-0.588239,0.808025,-0.308814,-0.94981
0,-0.587085,-0.80832,-0.309224,0.950493
0,-0.950379,0.308985,0.808843,-0.586887
0,0.950859,0.308179,0.809926,0.587866
0,-0.952094,0.307904,0.809112,-0.585448
0,-0.588178,-0.809353,-0.307493,0.950999
0,-0.00144847,-1.00157,-0.998773,0.000666355
0,0.000826126,-1.00006,-1.00073,-0.000217163
0,-0.95092,-0.309855,0.809578,0.586526
0,0.587452,-0.809221,-0.309708,-0.953262
0,-0.950609,0.308261,0.810343,-0.588127
0,0.950515,0.309109,0.81007,0.587222
0,0.00101474,1.00144,-0.99901,0.00162643
0,0.00129265,1.00151,-0.998396,0.00020807
0,-0.000429224,-1.00226,-1.00132,-0.000448283
0,0.587404,-0.80917,-0.310018,-0.952652
0,-0.951187,-0.309206,0.808209,0.587043
0,0.950116,-0.309414,0.808161,-0.586525
0,0.951298,0.308045,0.808737,0.586605
0,0.588797,-0.807633,-0.307765,-0.952201
0,0.950965,0.308615,0.809579,0.586777
0,0.587109,0.808604,-0.308864,0.951751
0,0.950728,0.309681,0.809839,0.587572
0,0.58654,0.807846,-0.308425,0.95058
0,-0.00171263,-0.999387,-0.99987,-0.00140597
0,0.00117942,1.00084,-0.999861,-0.00127432
0,-0.00140233,-1.00031,-1.00171,0.00040508
0,0.949646,-0.308852,0.808729,-0.587073
0,-0.588723,-0.808743,-0.310412,0.951852
0,-0.5879,0.809513,-0.310338,-0.950557
0,0.951363,-0.308653,0.80933,-0.587979
0,0.0012413,-1.00016,-1.00074,-5.87262e-05
0,-0.000950518,0.999536,-1.00018,-0.000379554
0,0.000199397,-0.998054,-0.999429,0.0010723
0,-0.000503709,-1.00059,-1.00038,0.000852889
0,0.585637,-0.81005,-0.308915,-0.951281
0,0.00196773,-0.999552,-1.00066,-0.00157761
0,0.587445,0.807714,-0.30855,0.951218
0,-0.587465,0.811096,-0.309924,-0.951249
0,-0.952269,-0.309098,0.81061,0.588354
0,0.587671,0.809269,-0.310228,0.950663
0,-0.950971,0.309116,0.807486,-0.587458
0,0.951336,-0.309394,0.809021,-0.589269
0,0.586305,0.809152,-0.309685,0.951045
0,0.588625,0.808843,-0.311828,0.950906
0,0.950575,-0.309252,0.809917,-0.589364
0,-0.587541,0.810587,-0.309643,-0.950584
0,-0.586819,0.809227,-0.309702,-0.951766
0,0.9518,0.309609,0.808231,0.586609
0,-0.952337,-0.307355,0.808949,0.590145
0,0.588341,0.809457,-0.308711,0.952056
0,-0.588751,0.811177,-0.309117,-0.95176
0,-0.950754,0.310109,0.808009,-0.587218
0,-0.951773,0.308511,0.808528,-0.587022
0,0.949947,0.30921,0.808674,0.586938
0,0.949843,0.307814,0.807383,0.588681
0,-0.588027,-0.808858,-0.307839,0.949836
0,-0.951998,-0.308762,0.807193,0.587207
0,-0.951981,0.309347,0.808591,-0.585777
0,0.588723,-0.80987,-0.309404,-0.951404
0,0.00330657,0.99849,-0.999796,-0.00208443
0,-0.951063,0.310927,0.808609,-0.586681
0,0.95099,0.308594,0.808765,0.587198
0,0.95043,-0.310347,0.810524,-0.588178
0,0.95135,0.30814,0.810134,0.587512
0,-0.587876,-0.810846,-0.308621,0.952868
0,-0.588654,0.808559,-0.310155,-0.950927
0,0.951121,0.309722,0.809568,0.586973
0,0.000224948,0.999672,-1.00109,-0.000126856
0,0.591587,0.811332,-0.308877,0.952795
0,-0.587831,0.808964,-0.310967,-0.952017
0,-0.95184,0.309125,0.809031,-0.588364
0,0.587196,-0.809183,-0.310398,-0.951669
0,-0.951438,0.307768,0.808687,-0.58862
0,0.952292,0.308773,0.808827,0.588213
0,0.588342,0.807281,-0.309394,0.950147
0,-0.00014517,0.999464,-0.999843,-0.000980459
0,-0.000567767,-1.00059,-0.998917,0.000368004
0,-0.950688,-0.309303,0.808632,0.588346
0,-0.587008,-0.809002,-0.307875,0.952331
0,0.949392,-0.308587,0.808974,-0.587397
0,0.588901,0.808096,-0.310637,0.952163
0,0.586787,0.808331,-0.308812,0.95037
0,-0.952649,-0.308983,0.808236,0.588383
0,-0.588291,0.808329,-0.309227,-0.950004
0,0.951964,0.307924,0.811817,0.587459
0,-0.588938,-0.808129,-0.309379,0.95321
0,0.588633,0.808818,-0.307442,0.951906
0,-0.952285,0.309905,0.808501,-0.587869
0,-0.587654,-0.809896,-0.31035,0.951424
0,0.586397,-0.811592,-0.309853,-0.950725
0,-0.951326,0.310284,0.809201,-0.588552
0,0.950617,-0.310454,0.810103,-0.589166
0,0.950136,0.308857,0.809019,0.586283
0,-0.588691,-0.808752,-0.307887,0.951406
0,-0.587811,0.807455,-0.309634,-0.950535
0,0.952137,0.309906,0.809155,0.58899
0,-0.584904,-0.809611,-0.30978,0.952575
0,0.588021,0.809129,-0.308625,0.950402
0,0.950022,0.30824,0.810263,0.586349
0,0.000498655,-1.00056,-1.00035,0.000742951
0,0.951901,0.30936,0.807144,0.589356
0,0.589095,0.809108,-0.309007,0.952858
0,-0.586838,-0.809046,-0.309309,0.950863
0,0.952234,0.310057,0.807404,0.58825
0,0.588649,0.807511,-0.30902,0.949279
0,-0.950927,-0.3111,0.808335,0.587174
0,-0.00070885,1.00145,-0.999464,-0.000399569
0,-0.95199,0.308778,0.807988,-0.586812
0,-0.585788,0.81007,-0.308685,-0.951222
0,-0.951462,-0.307272,0.808441,0.589346
0,0.586654,-0.809313,-0.310731,-0.950897
0,0.949793,-0.307352,0.809429,-0.587248
0,-0.950774,-0.31011,0.809141,0.589622
0,-0.587777,0.808,-0.310869,-0.95177
0,0.949294,-0.308186,0.809798,-0.588661
0,-0.950443,0.308441,0.808971,-0.587413
0,-0.9515,-0.308599,0.807331,0.587903
0,0.951022,0.306971,0.807207,0.585926
0,0.5882,0.809141,-0.308743,0.94973
0,-0.586646,-0.808034,-0.309784,0.952233
0,-0.588036,0.807241,-0.31065,-0.950323
0,0.587681,0.809898,-0.309105,0.951324
0,0.589909,-0.80762,-0.30945,-0.950682
0,-0.587291,-0.808256,-0.308946,0.950563
0,0.951053,0.308537,0.8107,0.589026
0,0.587582,0.809445,-0.309182,0.95225
0,-0.950008,0.309586,0.809888,-0.587125
0,-0.949882,-0.308486,0.809169,0.587208
0,0.949485,0.308989,0.808276,0.587845
0,-0.586645,0.80919,-0.309432,-0.95191
0,0.586355,0.81035,-0.310794,0.950122
0,0.948743,-0.309333,0.808675,-0.58819
0,0.950993,0.308196,0.808103,0.589603
0,0.587451,-0.808109,-0.309854,-0.949444
0,-0.949542,-0.308786,0.807917,0.587872
0,0.951104,-0.308777,0.808039,-0.589308
0,-0.587623,0.809007,-0.309015,-0.95003
0,-0.952532,0.310028,0.808274,-0.58818
0,-0.000825779,1.00009,-1.00191,-0.000568086
0,-0.000515757,1.00126,-0.999849,0.000695518
0,0.587791,-0.810066,-0.30811,-0.951902
0,-0.000526243,-0.999818,-0.999054,-0.000201385
0,0.00151052,0.999429,-0.999334,3.6163e-06
0,0.589332,-0.808803,-0.310894,-0.949968
0,0.587704,0.808464,-0.307794,0.950725
0,0.951657,0.308249,0.808181,0.589596
0,-0.000787033,-1.00058,-1.00171,0.00162998
0,-0.587387,-0.808779,-0.308042,0.949727
0,-0.951598,-0.309108,0.807469,0.589097
0,0.951038,-0.30934,0.809253,-0.588538
0,-0.58774,0.812445,-0.308412,-0.949388
0,-0.000355083,-1.00075,-0.99969,-0.0013417
0,-0.953363,-0.308285,0.809658,0.588619
0,0.951085,0.310995,0.80893,0.587231
0,-0.590792,0.80897,-0.308185,-0.95105
0,0.588909,0.811312,-0.30919,0.952288
0,0.586199,0.810048,-0.308954,0.950835
0,-0.95122,-0.309173,0.808708,0.587984
0,-0.951231,0.307861,0.809434,-0.588393
0,-0.950009,-0.309051,0.809144,0.585736
0,-0.952313,0.309957,0.808283,-0.588318
0,-0.00027794,1.00136,-0.999626,0.00131026
0,0.950789,-0.308804,0.807814,-0.586607
0,-0.587677,0.809061,-0.308679,-0.94961
0,-0.588,0.81068,-0.309869,-0.950634
0,-0.949047,0.308527,0.809262,-0.586908
0,0.950919,-0.310517,0.807961,-0.587204
0,0.000891515,-0.999215,-0.998854,7.19852e-05
0,0.951265,-0.310536,0.809334,-0.587173
0,0.587202,0.809661,-0.310833,0.951808
0,0.000300284,-0.997889,-0.998587,0.00150698
0,-0.586968,-0.80837,-0.310199,0.950721
0,-0.94923,0.307561,0.808567,-0.589204
0,0.589236,0.808451,-0.307472,0.950643
0,-0.951561,0.310296,0.809956,-0.590502
0,0.588236,0.809617,-0.308807,0.950399
0,2.84084e-05,0.999602,-0.999789,-0.000202394
0,0.950435,0.309181,0.809819,0.588074
0,-0.000553642,-0.999664,-0.99893,0.0015954
0,0.952264,-0.30848,0.808008,-0.589151
0,0.587583,-0.810426,-0.309802,-0.951227
0,-0.00048421,0.999672,-1.00133,0.000231467
0,0.952053,-0.309565,0.809743,-0.585123
0,0.950965,0.309668,0.809214,0.588755
0,0.586067,-0.810074,-0.308874,-0.95017
0,0.000130524,0.998335,-1.00082,-0.000794706
0,0.000388992,0.999238,-1.00068,0.00108475
0,-0.949721,-0.30943,0.809442,0.585904
0,0.587984,-0.807827,-0.30849,-0.950955
0,-0.951445,-0.309664,0.808838,0.586234
0,-0.586175,0.809581,-0.309119,-0.951676
0,0.587715,0.809815,-0.308006,0.950153
0,0.950083,0.311095,0.810154,0.588494
0,-0.587924,0.809941,-0.31029,-0.949525
0,-0.587821,0.809808,-0.308371,-0.951188
0,-0.951232,0.310239,0.810043,-0.589557
0,-0.952749,0.308071,0.808123,-0.588904
0,0.000272111,-1.00046,-0.998794,0.00145288
0,0.951028,0.3107,0.809041,0.58735
0,6.47857e-05,1.00094,-1.00161,-0.000208599
0,0.588083,0.80938,-0.309385,0.951545
0,0.000292122,-1.00059,-0.997818,0.00043955
0,0.587454,0.808445,-0.307988,0.951159
0,0.590333,-0.809453,-0.31026,-0.951084
0,0.58796,-0.811135,-0.309326,-0.951425
0,-0.588154,-0.809647,-0.31036,0.951815
0,-0.000583841,0.998976,-1.00076,-0.000472323
0,0.000108647,1.00067,-1.00095,-0.000479297
0,-0.952402,0.305625,0.809173,-0.586265
0,0.588307,0.80851,-0.308921,0.949882
0,-0.587908,0.808589,-0.30987,-0.950651
0,0.953656,0.310682,0.808945,0.588669
0,-0.950194,-0.309665,0.809661,0.586344
0,0.950251,0.309256,0.808602,0.589542
0,0.588433,-0.809399,-0.309488,-0.95087
0,0.950001,-0.308421,0.807642,-0.587162
0,-0.000164595,-0.999585,-1.00101,0.000244985
0,-0.585373,0.80856,-0.3087,-0.949551
0,-0.587024,-0.808585,-0.310031,0.949779
0,5.34324e-05,-1.00046,-1.00002,0.000205657
0,-0.951733,-0.308523,0.810876,0.586776
0,0.587316,0.808967,-0.307877,0.94987
0,-0.58885,-0.811181,-0.309457,0.951737
0,-0.58672,-0.80866,-0.309618,0.951763
0,-0.950852,0.307096,0.807789,-0.586273
0,-0.587463,-0.810392,-0.308197,0.952118
0,-0.000435034,1.00066,-1.00374,0.000973577
0,0.00117516,0.998875,-0.999718,-0.000338121
0,-0.951159,0.308592,0.807685,-0.585895
0,0.950746,0.309122,0.808008,0.586748
0,0.951469,-0.308491,0.809895,-0.586681
0,0.950846,0.308573,0.809764,0.587148
0,0.000871758,-0.999625,-0.998845,0.000670392
0,-0.00105445,0.999134,-0.999268,0.00190706
0,0.949734,0.30904,0.809299,0.586259
0,-0.587307,-0.80911,-0.311114,0.952678
0,-0.000863208,-1.00128,-0.99958,0.000557487
0,-0.95032,0.308631,0.809006,-0.588516
0,0.949746,-0.307938,0.808914,-0.587968
0,-0.00199927,-1.00018,-1.00084,-0.000174614
0,0.587566,-0.809463,-0.308078,-0.950609
0,-0.586658,0.807692,-0.309666,-0.951097
0,-0.588192,-0.809096,-0.310199,0.95034
0,-0.589427,-0.809907,-0.308323,0.950842
0,0.00150575,0.999404,-0.999881,-0.00121325
0,0.00260067,0.999821,-0.99917,0.000413385
0,0.950473,-0.310348,0.809173,-0.588342
0,0.950901,0.309668,0.809095,0.588162
0,-0.587635,0.80755,-0.307621,-0.949881
0,-0.588921,-0.808512,-0.309679,0.95031
0,0.951052,-0.307269,0.810075,-0.58718
0,-0.588936,-0.806463,-0.308143,0.948708
0,0.951456,0.308528,0.809427,0.588186
0,-0.951975,-0.307191,0.809217,0.588727
0,0.952408,-0.309755,0.808105,-0.586663
0,0.952449,0.30764,0.811028,0.58755
0,0.951748,0.309581,0.808046,0.586921
0,0.948973,-0.310168,0.807535,-0.587745
0,-0.586416,-0.809044,-0.308678,0.951835
0,-0.587106,0.808631,-0.31048,-0.951486
0,0.951119,-0.309889,0.809379,-0.588078
0,-0.587163,0.808214,-0.309939,-0.949282
0,-0.951028,0.30957,0.807919,-0.588163
0,0.588467,-0.807451,-0.309741,-0.951859
0,0.951034,0.307493,0.808987,0.587721
0,0.58851,-0.807602,-0.308447,-0.950315
0,-0.587733,0.808657,-0.311013,-0.951943
0,-0.587568,0.807371,-0.308774,-0.951457
0,0.950035,0.308547,0.809746,0.588671
0,-0.589722,0.808868,-0.308103,-0.951314
0,-0.950948,0.307522,0.808537,-0.585956
0,0.586997,-0.810458,-0.308868,-0.950268
0,0.00119381,0.999482,-0.999778,0.000544355
0,0.000649211,-1.00055,-0.998287,-0.000687297
0,0.000707872,-1.00002,-1.00059,-0.000642851
0,-0.588372,0.80857,-0.310036,-0.950359
0,-0.95176,0.308402,0.809506,-0.587893
0,-0.0014219,0.999064,-1.0002,-0.000574988
0,-0.950306,0.308253,0.80805,-0.588796
0,0.588192,-0.808534,-0.310689,-0.950434
0,0.951917,0.307326,0.808327,0.589214
0,0.0010061,1.00002,-0.999499,0.00211202
0,0.588288,0.807796,-0.307652,0.950186
0,0.588779,0.809673,-0.308127,0.952597
0,0.586319,0.808947,-0.307071,0.952033
0,0.587962,0.807994,-0.30891,0.950145
0,-0.00146837,1.00058,-0.999935,-0.000773513
0,0.58818,-0.809521,-0.307237,-0.951087
0,0.589362,0.808204,-0.308404,0.9529
0,-0.950785,-0.307881,0.807279,0.588492
0,0.951087,0.309782,0.809885,0.585529
0,0.587342,-0.809687,-0.308865,-0.952997
0,-0.952147,-0.308015,0.809194,0.586697
0,0.950803,0.310115,0.807177,0.587574
0,-0.951286,0.309204,0.809521,-0.585875
0,-0.587231,0.80843,-0.307759,-0.951915
0,0.951493,0.310588,0.810094,0.588596
0,0.948825,-0.309118,0.80843,-0.58646
0,0.951897,-0.308756,0.809811,-0.588435
0,0.000634285,1.0001,-1.00168,0.000344046
0,0.951764,0.31021,0.809544,0.588792
0,-0.952789,-0.30939,0.808874,0.587456
0,-8.90421e-05,0.999423,-0.999264,-0.000991206
0,-0.950931,0.30909,0.809161,-0.588733
0,-0.949657,-0.309243,0.807578,0.588587
0,-0.95106,0.30892,0.808921,-0.58739
0,-0.95111,-0.30979,0.807598,0.588089
0,-0.00151821,1.00112,-1.00095,-0.000849614
0,-0.0009819,-1.00136,-1.00077,-0.000283625
0,-0.953384,-0.311462,0.808301,0.588669
0,-0.589086,0.808941,-0.307586,-0.95238
0,0.950618,-0.30976,0.809909,-0.587321
0,0.951674,0.311513,0.810646,0.587686
0,0.587583,-0.810466,-0.310731,-0.951106
0,-0.0012994,1.00063,-1.00079,-0.000582943
0,-0.952609,-0.306907,0.809776,0.587075
0,0.951208,-0.307694,0.808089,-0.585879
0,0.950024,0.30884,0.807367,0.585247
0,0.588795,-0.808931,-0.310751,-0.952697
0,0.952202,-0.309168,0.810448,-0.587149
0,-0.587852,0.809049,-0.309572,-0.950959
0,0.587724,-0.808179,-0.30918,-0.950233
0,0.000920632,1.00018,-1.00131,-0.000160477
0,-0.00190607,0.998793,-0.99927,0.000494893
0,0.951053,0.308715,0.808278,0.587272
0,-0.950091,0.309494,0.807646,-0.587586
0,0.587925,-0.807368,-0.310775,-0.95184
0,0.95203,0.307906,0.811403,0.586606
0,-0.587756,-0.808457,-0.308136,0.951772
0,0.950594,0.30993,0.808262,0.58725
0,0.588242,0.810527,-0.309245,0.950166
0,-0.949847,0.307752,0.810855,-0.588769
0,-0.587144,0.809944,-0.308232,-0.95083
0,-0.587736,-0.81067,-0.309798,0.951781
0,0.000663369,0.998962,-0.999653,0.000252031
0,0.589536,0.808599,-0.309537,0.950133
0,-0.952056,-0.308642,0.808313,0.58886
0,0.587158,0.810551,-0.308599,0.951315
0,0.949906,-0.308688,0.809063,-0.587153
0,0.587274,0.807563,-0.308742,0.951196
0,-0.950813,0.310023,0.808077,-0.590167
0,0.951532,0.309423,0.80854,0.587956
0,-0.00104778,-1.00211,-1.00169,4.23611e-05
0,0.952439,0.308627,0.809831,0.587191
0,0.951001,-0.30822,0.80915,-0.588327
0,-0.000865302,-1.00009,-0.998818,-0.00157065
0,-0.950197,-0.308733,0.808048,0.587767
0,0.587581,-0.809965,-0.309556,-0.952313
0,0.585714,-0.808866,-0.307973,-0.949423
0,-0.952168,-0.30687,0.810543,0.589209
0,0.950271,-0.309579,0.807079,-0.587594
0,-0.588179,0.809179,-0.309852,-0.950384
0,0.588128,0.807873,-0.309063,0.951341
0,-0.585777,0.809113,-0.309957,-0.951373
0,-0.587816,0.808883,-0.310858,-0.951388
0,-0.588479,-0.809278,-0.306896,0.950224
0,0.00143794,1.00116,-0.999317,3.11042e-06
0,0.000654393,-1.00045,-1.00055,-0.000747862
0,0.588059,-0.809227,-0.309257,-0.949636
0,-0.951761,0.309752,0.808495,-0.589377
0,0.586359,0.808525,-0.308387,0.951698
0,-0.951297,0.309635,0.809093,-0.588047
0,0.951911,-0.307829,0.810033,-0.588092
0,-0.587218,0.806888,-0.308822,-0.950696
0,-0.587633,-0.809239,-0.307712,0.950963
0,-0.587925,0.808776,-0.307983,-0.951349
0,-0.58862,0.808908,-0.307309,-0.951357
0,0.000615772,0.999722,-1.00028,-0.000560841
0,-0.589002,0.808907,-0.308299,-0.94948
0,0.000441869,-1.00082,-0.999254,0.000454029
0,-0.586387,0.811107,-0.307802,-0.951449
0,-0.00015923,1.00116,-1.00051,-0.000140483
0,0.00063434,-0.998929,-0.999777,-0.00289252
0,-0.587446,-0.809329,-0.309993,0.951081
0,-0.586665,0.807887,-0.307427,-0.950078
0,0.588719,0.808202,-0.309268,0.950674
0,0.587786,-0.809079,-0.309334,-0.951234
0,0.950845,0.309284,0.807365,0.588272
0,0.589483,0.810089,-0.309963,0.952101
0,0.00228963,0.999757,-0.999279,0.00229938
0,0.588816,0.810568,-0.310112,0.951292
0,0.588177,0.809581,-0.308227,0.951213
0,-0.952369,-0.307951,0.809396,0.586607
0,-0.950298,-0.308464,0.809554,0.587498
0,-0.949422,-0.308446,0.808227,0.586242
0,-0.588553,-0.811387,-0.309278,0.951185
0,-0.00120767,0.999455,-0.998447,0.000107291
0,-0.58625,0.808832,-0.309194,-0.953256
0,0.000729289,-0.998899,-1.00034,-0.000310304
0,0.95187,-0.309753,0.808235,-0.587468
0,-0.951663,-0.308406,0.808097,0.589295
0,0.588442,0.809083,-0.309891,0.949999
0,0.586888,0.807585,-0.307677,0.951399
0,0.00107063,-0.998261,-0.998693,0.000449617
0,0.950645,-0.308268,0.809228,-0.588046
0,-0.000515198,1.00108,-0.998523,-0.000275109
0,-0.588222,-0.808319,-0.309652,0.95166
0,0.952793,0.308599,0.809042,0.589775
0,0.950683,-0.308876,0.808075,-0.588488
0,-0.00137884,1.00293,-0.999428,-4.58755e-05
0,0.586728,-0.810842,-0.308775,-0.951202
0,-0.950555,0.309709,0.810029,-0.587827
0,-0.950435,-0.309425,0.808166,0.587447
0,0.588554,0.809623,-0.30903,0.951379
0,-0.586178,0.807215,-0.310272,-0.95107
0,0.951757,-0.309232,0.80992,-0.590793
0,-0.953387,0.308449,0.811684,-0.587785
0,-0.00224145,-1.00036,-0.999383,0.000962222
0,-0.950586,-0.309253,0.809696,0.588939
0,0.587231,0.808893,-0.309153,0.949351
0,0.586528,-0.811336,-0.308933,-0.951354
0,-0.951396,-0.309051,0.809536,0.587113
0,-0.586612,-0.810609,-0.309031,0.950958
0,-0.950207,0.308522,0.810086,-0.588019
0,0.950955,0.308868,0.809715,0.588638
0,0.950452,-0.310426,0.808036,-0.58762
0,0.587769,-0.808876,-0.309742,-0.950261
0,-0.587962,-0.81065,-0.308862,0.951604
0,-0.950913,0.309147,0.809244,-0.588839
0,-0.949525,-0.309343,0.810484,0.587231
0,0.952023,-0.308777,0.809117,-0.588724
0,0.952262,0.309436,0.808927,0.588993
0,-0.950968,0.311227,0.810034,-0.588116
0,-0.586427,-0.808956,-0.307011,0.951138
0,0.587706,-0.808923,-0.308617,-0.949507
0,0.951349,0.30891,0.808524,0.588571
0,0.587231,0.807848,-0.309959,0.950592
0,-0.58791,0.81007,-0.309594,-0.949859
0,-0.00163771,-0.997365,-1.00159,0.000198087
0,0.950839,0.308232,0.809693,0.588842
0,-0.587957,-0.807808,-0.308953,0.949993
0,0.587706,0.808489,-0.308557,0.950657
0,0.587711,-0.810102,-0.307948,-0.951412
0,0.586716,-0.806386,-0.31043,-0.950549
0,-0.95322,0.309326,0.809205,-0.588038
0,-0.00136354,-1.00086,-1.00081,-0.00117412
0,-0.588733,-0.807582,-0.308626,0.952387
0,0.950068,0.308586,0.80728,0.586595
0,0.587494,-0.809438,-0.30724,-0.950948
0,0.58752,-0.808558,-0.30899,-0.952142
0,-0.000626888,-0.998601,-0.998696,0.000257235
